자치구,사업구분,사업장명,대표지번,진행단계,lat,lng
마포구,재개발(도시정비형),마포로3구역제3지구 도시환경정비사업조합,아현동 613-10,착공,37.5505624,126.9525116
마포구,재개발(주택정비형),아현3구역 주택재개발정비사업 조합(뉴타운),아현동 635,조합해산,37.5505624,126.9525116
마포구,재개발(주택정비형),염리5구역 주택재개발 조합설립추진위원회(뉴타운),염리동 105,추진위원회승인,37.54914,126.94915
마포구,재개발(주택정비형),염리제3구역주택재개발정비사업조합(뉴타운),염리동 507,조합해산,37.5501812,126.9479037
양천구,재건축,신월4동431번지일대 주택재건축정비사업조합,신월동 432-6,이전고시,37.52782,126.83692
강서구,재건축,유풍연립주택재건축정비사업조합설립추진위원회,화곡동 1040-24,추진위원회승인,37.54208,126.84656
강서구,재건축,태원연립주택재건축정비사업조합,등촌동 651,이전고시,37.5498936,126.86025
강서구,재건축,긴등마을주택재건축정비사업조합,마곡동 725-1,준공인가,37.566575,126.826243
구로구,재건축,개봉3 재건축정비사업조합,개봉동 454-14,조합설립인가,37.4931629,126.851736
구로구,재건축,개봉5구역 주택재건축정비사업조합,개봉동 68-64,착공,37.4931629,126.851736
영등포구,재개발(도시정비형),영등포1-2재정비촉진구역 도시환경정비사업 조합,영등포동7가 76-5,사업시행인가,37.5236083,126.9038853
영등포구,재개발(도시정비형),67. 양평제10구역 도시환경정비사업 조합설립추진위원회,양평동1가 9-6,추진위원회승인,37.52309,126.88868
중랑구,가로주택정비,망우동 509의1 가로주택정비사업,망우동 509-1,조합설립인가,37.60178,127.1054
강동구,소규모재건축,고덕대우아파트 소규모재건축사업,고덕동 470,조합설립인가,37.56528,127.15761
강동구,재개발(주택정비형),천호 A1-1구역 공공재개발 정비사업 주민대표회의,천호동 467-61,조합설립인가,37.54294,127.12733
성북구,가로주택정비,석관2의2구역 가로주택정비사업,석관동 332-336,조합설립인가,37.60789,127.06116
양천구,재건축,목동13단지아파트 재건축정비사업,신정동 327,조합설립인가,37.5162407,126.8521196
영등포구,재개발(주택정비형),신길16-2구역 주택재개발,신길동 314-14,정비계획 수립,37.5065214,126.9119108
성북구,재개발(주택정비형),하월곡1구역 주택정비형 재개발사업,하월곡동 70-1,추진위원회승인,37.60444,127.03764
관악구,재개발(주택정비형),신림6구역 재개발정비사업,신림동 419,정비계획 수립,37.4868971,126.928177
중랑구,재개발(도시정비형),(임시) 사가정역세권 도시정비형 재개발사업,면목동 572-1,정비계획 수립,37.58178,127.09034
양천구,가로주택정비,신월1동 144-20번지 일원 가로주택정비사업조합(신월1동 모아타운 1구역),신월동 144-20,조합설립인가,37.52782,126.83692
동작구,소규모재건축,극동강변소규모재건축정비사업조합,본동 148-2,조합설립인가,37.51337,126.95477
은평구,재건축,불광미성아파트 주택재건축정비사업,불광동 248,정비계획 수립,37.6160647,126.9339579
도봉구,재개발(주택정비형),쌍문2구역(쌍문동 81번지 일대) 주택정비형 재개발사업,쌍문동 81,정비계획 수립,37.65347,127.02715
동작구,재개발(주택정비형),사당17구역 주택정비형 재개발사업,사당동 63-1,추진위원회승인,37.4856963,126.9723525
도봉구,재개발(주택정비형),방학동 638일대 주택정비형 재개발사업,방학동 638,정비계획 수립,37.66442,127.03333
도봉구,재개발(주택정비형),방학동 641일대 주택정비형 재개발사업,방학동 641,정비계획 수립,37.66442,127.03333
종로구,재개발(주택정비형),창신동629번지 일대 주택정비형 재개발정비사업,창신동 629,정비계획 수립,37.57595,127.01313
중랑구,재개발(주택정비형),면목9구역 공공재개발정비사업,면목동 527,조합설립인가,37.58178,127.09034
영등포구,재개발(주택정비형),신길5재정비촉진구역 주택재개발정비사업조합,신길동 1583-1,조합해산,37.5065214,126.9119108
영등포구,재건축,유원제일1차아파트 주택재건축정비사업조합,당산동4가 91,착공,37.52915,126.89894
영등포구,재건축,남성아파트 주택재건축정비사업조합,문래동2가 35,사업시행인가,37.5128036,126.8929788
영등포구,재건축,미성아파트 주택재건축정비사업 조합설립추진위원회,여의도동 37,추진위원회승인,37.5229205,126.924209
영등포구,재개발(도시정비형),영등포1-4재정비촉진구역 도시환경정비사업조합,영등포동7가 145-8,조합청산,37.5235961,126.9113358
종로구,재개발(주택정비형),신영제1구역 주택재개발정비사업조합,신영동 158-2,철거,37.60277,126.9616
종로구,재건축,무악연립제2주택재건축정비사업조합,무악동 71-1,조합청산,37.57672,126.95812
종로구,재개발(도시정비형),내자동 도시환경정비사업 조합설립추진위원회,내자동 81,추진위원회승인,37.57522,126.97146
중구,재개발(주택정비형),신당제11주택재개발정비사업조합,신당동 85,조합해산,37.5616728,127.0185475
중구,재개발(주택정비형),만리제2주택재개발정비사업조합,만리동2가 176-1,조합해산,37.5542952,126.9640392
중구,재개발(주택정비형),신당제8구역 재개발정비사업조합,신당동 321-1,관리처분인가,37.5651969,127.01322
중구,재개발(도시정비형),마포로5-10구역도시환경정비사업조합설립추진위원회,중림동 186-1,추진위원회승인,37.5567609,126.9663037
용산구,재건축,후암동제1구역 주택재건축정비사업 조합설립추진위원회,후암동 142-4,추진위원회승인,37.55011,126.98028
용산구,재건축,왕궁아파트 주택재건축 정비사업조합,이촌동 300-11,조합설립인가,37.52086,126.96612
동작구,재개발(도시정비형),신대방역세권 재개발정비사업조합,신대방동 600-14,조합설립인가,37.4955756,126.9195788
송파구,재개발(주택정비형),거여2재정비촉진구역제2지구 주택재개발정비사업조합,거여동 234,조합해산,37.4854663,127.1418383
동대문구,재건축,뉴장안연립 주택재건축정비사업 조합,장안동 435-4,이전고시,37.57105,127.06806
동대문구,재개발(주택정비형),청량리제6구역주택재개발정비사업조합,청량리동 205,사업시행인가,37.5882073,127.0462518
동대문구,재개발(주택정비형),답십리제14구역주택재개발정비사업조합,답십리동 25,조합해산,37.57002,127.05467
영등포구,소규모재건축,당산현대2차아파트 소규모재건축정비사업조합,당산동4가 92,관리처분인가,37.52915,126.89894
강북구,가로주택정비,번동 3구역 가로주택 정비사업 조합,번동 430-27,사업시행인가,37.62929,127.03684
강북구,가로주택정비,번동 5구역 가로주택 정비사업 조합,번동 427-63,사업시행인가,37.62929,127.03684
서초구,재건축,강남원효성빌라 재건축정비사업조합,반포동 591-1,조합설립인가,37.50312,127.0014
동대문구,재개발(주택정비형),용두제6구역 주택재개발정비사업조합,용두동 753-9,조합해산,37.57616,127.03476
동대문구,재개발(주택정비형),휘경2재정비촉진구역 주택재개발정비사업조합,휘경동 128-12,조합해산,37.58773,127.06526
동대문구,재개발(주택정비형),이문1재정비촉진구역 주택재개발정비사업조합,이문동 257-42,분양,37.60021,127.06124
동대문구,재개발(주택정비형),휘경3재정비촉진구역 주택재개발정비사업조합,휘경동 172,준공인가,37.58773,127.06526
동대문구,재개발(주택정비형),전농8구역주택재개발정비사업조합,전농동 204,조합설립인가,37.5806,127.05543
동대문구,재개발(도시정비형),전농도시환경정비사업조합,전농동 494,사업시행인가,37.5806,127.05543
동대문구,재개발(주택정비형),전농제12구역 재개발정비사업조합,전농동 643,조합설립인가,37.5806,127.05543
노원구,소규모재건축,대명아파트 소규모재건축정비사업위원회,공릉동 270-71,착공,37.63021,127.08818
성북구,가로주택정비,가칭)장위11-8구역 가로주택정비사업 준비위원회,장위동 68-274,추진위원회승인,37.6099135,127.0460782
중구,재개발(주택정비형),신당10구역주택재개발정비사업조합,신당동 236-100,조합설립인가,,
영등포구,재건축,여의도시범아파트주택재건축정비사업(신탁방식-한국자산신탁),여의도동 50,조합설립인가,,
양천구,재건축,신정수정아파트 재건축정비사업,신정동 733-31,관리처분인가,,
성북구,재개발(주택정비형),돈암·정릉구역 주택재개발정비사업 조합,돈암동 535-54,조합청산,,
성북구,재개발(주택정비형),돈암제5구역 주택재개발정비사업조합,돈암동 13-7,조합해산,,
성북구,재개발(주택정비형),보문제3구역 주택재개발정비사업조합,보문동6가 207,조합청산,,
관악구,재개발(주택정비형),신림1재정비촉진구역 재개발정비사업조합,신림동 808,사업시행인가,,
성북구,재개발(주택정비형),석관제3구역 주택재개발정비사업조합,석관동 338-540,조합해산,,
성북구,재개발(주택정비형),보문제5구역 주택재개발정비사업조합,보문동1가 196-11,착공,,
성북구,재개발(주택정비형),삼선제5구역 주택재개발정비사업조합,삼선동2가 296,분양,,
성북구,재건축,안암제1구역 주택재건축정비사업조합,안암동3가 136-1,조합설립인가,,
성북구,재개발(주택정비형),정릉길음제9구역 주택재개발정비사업조합,정릉동 10,조합해산,,
성북구,재개발(주택정비형),장위14구역 주택재개발정비사업조합,장위동 233-552,조합설립인가,,
성북구,재개발(주택정비형),보문제4구역 주택재개발정비사업조합,보문동3가 225,조합해산,,
광진구,소규모재건축,중곡동 대원빌라 소규모재건축,중곡동 18-16,조합설립인가,,
영등포구,지역주택,(가칭)신길5동지역주택조합추진위원회,신길동 355-105,,,
강북구,재개발(도시정비형),강북7구역(예정) 도시정비형 재개발사업,미아동 60-5,정비계획 수립,,
강북구,재개발(도시정비형),강북3구역 도시환경정비사업 조합설립추진위원회,미아동 45-32,추진위원회승인,,
강북구,재건축,수유제1-1구역 주택재건축정비사업 조합설립추진위원회,수유동 472-81,추진위원회승인,,
금천구,재건축,시흥동 남서울 럭키아파트 재건축 예정구역,시흥동 1002-2,정비계획 수립,,
용산구,재개발(주택정비형),한남 제3재정비촉진구역 주택재개발정비사업 조합,한남동 686,철거,,
용산구,재개발(주택정비형),한남5재정비촉진구역 주택재개발정비사업 조합,동빙고동 60,조합설립인가,,
중랑구,재개발(주택정비형),중화1재정비촉진구역 주택재개발정비사업 조합,중화동 331-1,준공인가,,
강동구,재건축,성내미주아파트 주택재건축정비사업조합,성내동 547-1,이전고시,,
강동구,재건축,선화연립 주택재건축정비사업조합,성내동 405-9,이전고시,,
강동구,재건축,고덕주공2단지아파트 주택재건축정비사업조합,고덕동 212,조합청산,,
강동구,재건축,고덕주공4단지아파트 주택재건축정비사업조합 청산위원회,상일동 134,조합해산,,
강동구,재건축,고덕주공5단지아파트 주택재건축정비사업조합,상일동 131,조합청산,,
강남구,재건축,대성연립주택재건축정비사업조합,논현동 191-4,조합설립인가,,
영등포구,재건축,78. 유원제일2차아파트 재건축정비사업,당산동5가 7-2,정비계획 수립,,
구로구,재건축,구로동440번지일대(보광아파트)재건축정비사업조합,구로동 440,사업시행인가,,
서초구,재건축,삼호가든5차아파트 재건축정비사업조합,반포동 30-1,조합설립인가,,
서초구,재건축,신반포27차아파트 주택재건축정비사업조합,잠원동 56-2,관리처분인가,,
강동구,재건축,고덕주공6단지아파트 주택재건축정비사업조합,상일동 124,조합해산,,
강동구,재건축,현대연립 주택재건축정비사업조합,둔촌동 513-1,이전고시,,
강동구,재건축,풍전연립 주택재건축정비사업조합,천호동 28-32,이전고시,,
강동구,재건축,목화연립 주택재건축정비사업조합,성내동 209,사업시행인가,,
강동구,재개발(도시정비형),천호1 도시환경정비사업조합,천호동 423-200,준공인가,,
강동구,재건축,고덕주공3단지아파트 주택재건축정비사업조합,상일동 121,조합청산,,
강동구,재건축,고덕주공7단지아파트 주택재건축정비사업조합,상일동 187,조합청산,,
서대문구,재개발(도시정비형),가재울8 재정비촉진구역 재개발정비사업조합,남가좌동 289-54,준공인가,,
광진구,재건축,자양아파트 주택재건축정비사업 조합,자양동 658-14,이전고시,,
서초구,재건축,신반포18차24차 주택재건축정비사업조합,잠원동 52,조합청산,,
동대문구,재개발(주택정비형),신설제1구역 공공재개발정비사업 ,신설동 92-5,사업시행인가,,
서대문구,재건축,연희1주택재건축정비사업조합,연희동 711,조합해산,,
동대문구,재개발(주택정비형),청량리제8구역 주택재개발정비사업조합,청량리동 435,관리처분인가,,
송파구,재건축,가락시영아파트 주택재건축정비사업 조합,가락동 479,조합해산,,
용산구,재건축,강변강서아파트 주택재건축 정비사업조합,이촌동 193-3,조합설립인가,,
강북구,소규모재건축,삼흥연립주택 재건축정비사업조합,수유동 486-2,사업시행인가,,
강동구,재건축,삼익그린2차 주택재건축정비사업 조합,명일동 15,조합설립인가,,
중랑구,지역주택,(가칭)면목2동지역주택조합,면목동 192,조합창립총회,,
서대문구,소규모재건축,서강빌라 소규모재건축정비사업,홍제동 90-6,조합설립인가,,
동작구,지역주택,(가칭)사당2동 지역주택조합 추진위원회,사당동 57-18,,,
성북구,가로주택정비,종암동 112번지 일대 가로주택정비사업,종암동 112-37,조합설립인가,,
동대문구,재개발(주택정비형),전농제11구역 주택재개발정비사업조합,전농동 518,조합청산,,
중랑구,재개발(주택정비형),중화2재정비촉진구역 주택재개발정비사업,중화동 329-38,정비구역지정,,
성북구,재개발(주택정비형),보문제2구역 주택재개발정비사업조합,보문동1가 60-28,준공인가,,
동대문구,재개발(주택정비형),청량리제7구역 주택재개발정비사업조합,청량리동 199,착공,,
강북구,재건축,미아제4-1구역 주택재건축정비사업 조합,미아동 8-373,조합설립인가,,
성북구,재개발(주택정비형),동선제2구역 주택재개발정비사업조합,동선동4가 304-2,관리처분인가,,
영등포구,재건축,신길13재정비촉진구역,신길동 340-1,사업시행인가,,
동작구,재개발(주택정비형),흑석9재정비촉진구역 조합,흑석동 90,착공,,
용산구,재개발(도시정비형),동자동 제4구역 도시환경정비사업조합,동자동 36-17,조합청산,,
강북구,재개발(주택정비형),미아제11구역 재개발정비사업조합,미아동 791-108,조합설립인가,,
노원구,재건축,월계2(인덕마을) 주택재건축정비사업조합,월계동 633-31,조합해산,,
노원구,재개발(주택정비형),상계4재정비촉진구역 주택재개발정비사업 조합,상계동 85-33,조합해산,,
노원구,재개발(주택정비형),상계1재정비촉진구역 주택재개발정비사업 조합,상계동 자력6구역 8블럭 9롯트,관리처분인가,,
노원구,재개발(주택정비형),상계6재정비촉진구역 주택재개발정비사업 조합,상계동 95-3,준공인가,,
은평구,재개발(주택정비형),응암제10구역주택재개발정비사업조합,응암동 419,조합청산,,
은평구,재개발(주택정비형),녹번제1구역3지구주택재개발정비사업조합,녹번동 4,조합청산,,
서대문구,재개발(주택정비형),영천구역주택재개발정비사업조합,영천동 69-20,착공,,
서대문구,재건축,북가좌제6구역 주택재건축정비사업조합,북가좌동 372-1,조합설립인가,,
서대문구,재개발(주택정비형),북아현 1 - 2 재정비촉진구역 주택재개발 정비사업조합,북아현동 174,조합청산,,
서대문구,재개발(주택정비형),북아현 1-3 재정비촉진구역 주택재개발 정비사업조합,북아현동 149,조합해산,,
서대문구,재개발(주택정비형),북아현 3 재정비촉진구역 주택재개발 정비사업조합,북아현동 3-66,사업시행인가,,
서대문구,재건축,남가좌동 제1구역주택재건축정비사업조합,남가좌동 369-10,조합청산,,
서대문구,재개발(주택정비형),북아현 2 재정비촉진구역 주택재개발 정비사업조합,북아현동 520,사업시행인가,,
서대문구,재개발(주택정비형),홍제 제2구역 주택재개발정비사업조합,홍제동 156,조합해산,,
서대문구,재건축,홍은제1주택재건축정비사업조합,홍은동 104-4,이전고시,,
강동구,재건축,삼익파크아파트 재건축사업조합,길동 54,사업시행인가,,
송파구,소규모재건축,가락현대5차아파트 소규모재건축정비사업조합,가락동 161-3,착공,,
중랑구,재건축,면목1 주택재건축정비사업조합,면목동 520-19,조합청산,,
영등포구,재건축,신길10재정비촉진구역 주택재건축정비사업 사업시행자(한국토지신탁),신길동 3590,관리처분인가,,
영등포구,재건축,여의도 목화아파트 주택재건축정비사업조합,여의도동 30,조합설립인가,,
강서구,재건축,등마루아파트 주택재건축정비사업 조합,염창동 275-5,관리처분인가,,
성동구,재개발(주택정비형),금호제19구역 주택재개발정비사업조합,금호동2가 900,조합해산,,
광진구,지역주택,(가칭)한강광장 지역주택조합 추진위원회,광장동 332-9,조합원 모집신고,,
도봉구,가로주택정비,창동 501-13번지 일원 가로주택정비사업,창동 501-13,조합설립인가,,
서초구,가로주택정비,방배동 도구머리공원 방배빌라 등 가로주택정비사업,방배동 980-36,조합설립인가,,
성북구,소규모재건축,정릉스카이연립 소규모재건축정비사업,정릉동 670-24,조합설립인가,,
성북구,가로주택정비,성북동300-5번지일대 가로주택정비사업조합,성북동 300-5,조합설립인가,,
은평구,재개발(도시정비형),독바위 장기전세주택 건립,불광동 227-7,정비구역지정,,
마포구,재개발(주택정비형),공덕7구역 주택정비형 재개발사업,공덕동 115-97,조합설립인가,,
동대문구,재개발(주택정비형),청량리제9구역 주택정비형 재개발사업,청량리동 19,추진위원회승인,,
성북구,가로주택정비,정릉동 545-12번지 일대 가로주택정비사업,정릉동 545-12,조합설립인가,,
성동구,재개발(주택정비형),마장동382번지 일대 재개발정비사업,마장동 382,정비계획 수립,,
성동구,재건축,성수제1구역주택재건축정비사업조합,성수동1가 656-1267,조합설립인가,,
성동구,재개발(주택정비형),왕십리뉴타운 제2구역 주택재개발정비사업조합,상왕십리동 12-37,조합해산,,
성동구,재개발(주택정비형),금호제14-1구역 주택재개발정비사업조합,금호동4가 480,조합해산,,
성동구,재개발(주택정비형),금호제17구역 주택재개발정비사업조합,금호동2가 566,조합청산,,
성북구,가로주택정비,장위13의8구역 가로주택정비사업,장위동 219-114,조합설립인가,,
성북구,가로주택정비,대광빌라 가로주택정비사업,안암동3가 54,조합설립인가,,
강북구,가로주택정비,번동2-2구역 가로주택정비사업,번동 458-2,조합설립인가,,
영등포구,재건축,여의도 한양아파트 재건축정비사업,여의도동 42,사업시행인가,,
용산구,재개발(주택정비형),청파제2구역주택재개발정비사업 (신속통합기획),청파동1가 89-18,정비구역지정,,
종로구,재개발(도시정비형),창신 1-6구역 도시정비형 재개발사업,창신동 459-12,조합설립인가,,
영등포구,가로주택정비,신길동 4377 일원 가로주택정비사업조합,신길동 4377,관리처분인가,,
서대문구,가로주택정비,홍은동11-360번지 일원 가로주택정비사업조합,홍은동 11-360,조합설립인가,,
중랑구,가로주택정비,면목역5구역 가로주택정비사업,면목동 100-38,조합해산,,
송파구,가로주택정비,가락현대6차아파트 가로주택정비사업,가락동 55,조합설립인가,,
구로구,가로주택정비,고척동241-11번지일대 가로주택정비사업,고척동 241-11,조합설립인가,,
강서구,소규모재건축,보성연립 소규모재건축사업조합,화곡동 359-124,조합설립인가,,
강서구,재개발(주택정비형),방화2재정비촉진구역 재개발정비사업,방화동 589-13,조합설립인가,,
금천구,가로주택정비,시흥동 920번지 일원 가로주택정비사업,시흥동 920-13,조합설립인가,,
송파구,소규모재건축,유천연립 소규모재건축정비사업조합,풍납동 147-1,조합설립인가,,
성동구,재개발(주택정비형),금호제16구역주택재개발정비사업조합,금호동2가 501-31,관리처분인가,,
성동구,재개발(주택정비형),금호제13구역 주택재개발정비사업조합,금호동2가 200,조합해산,,
성동구,재개발(주택정비형),왕십리뉴타운제1구역 주택재개발정비사업조합,하왕십리동 339-67,조합해산,,
성동구,재개발(주택정비형),왕십리뉴타운 제3구역 주택재개발정비사업조합,하왕십리동 700,조합해산,,
성동구,재개발(주택정비형),하왕제1-5구역주택재개발정비사업조합,하왕십리동 999,조합해산,,
광진구,재건축,자양제7구역 주택재건축정비사업 조합,자양동 464-40,조합설립인가,,
광진구,재건축,자양1주택재건축정비사업조합,자양동 236,준공인가,,
광진구,재건축,구의맨션 주택재건축정비사업 조합,구의동 227-3,이전고시,,
금천구,재건축,시흥동 현대아파트 재건축정비사업,시흥동 220-2,착공,,
강북구,가로주택정비,번동1구역 가로주택정비사업조합,번동 429-114,사업시행인가,,
강동구,재건축,삼익맨숀아파트 재건축정비사업조합,명일동 270,조합설립인가,,
영등포구,재건축,삼부아파트 주택재건축정비사업조합설립추진위원회,여의도동 30-2,추진위원회승인,,
노원구,재건축,상계주공5단지 재건축정비사업,상계동 721,사업시행인가,,
동작구,재개발(주택정비형),노량진제1구역 주택재개발 조합,노량진동 122-37,이전고시,,
동작구,재개발(주택정비형),흑석1재정비촉진구역 재개발정비사업조합,흑석동 43-7,조합설립인가,,
관악구,재개발(주택정비형),봉천 제13구역 주택재개발정비사업 조합설립추진위원회,봉천동 913-1,추진위원회승인,,
관악구,재건축,경성연립 주택재건축정비사업 조합,남현동 1079-13,준공인가,,
관악구,재개발(주택정비형),봉천제4-1-2구역 주택재개발정비사업 조합,봉천동 산 101,분양,,
관악구,재건축,강남아파트 재건축정비사업 조합,신림동 1644,이전고시,,
관악구,재건축,삼우주택재건축정비사업조합,봉천동 1598-10,준공인가,,
관악구,재개발(주택정비형),신림3재정비촉진구역 주택재개발정비사업조합,신림동 316-55,준공인가,,
관악구,재건축,"뉴서울아파트, 개나리,열망연립 재건축정비사업",신림동 739,사업시행인가,,
서초구,재건축,방배신동아아파트 재건축정비사업조합,방배동 988-1,관리처분인가,,
강동구,재건축,천호우성아파트 주택재건축정비사업 조합,천호동 19-1,관리처분인가,,
서초구,재건축,방배5구역주택재건축정비사업조합,방배동 946-8,착공,,
서초구,재건축,신반포5차아파트 주택재건축정비사업 조합,잠원동 64-8,이전고시,,
서초구,재건축,서초한양아파트 주택재건축정비사업 조합,반포동 32-5,조합해산,,
강남구,재건축,홍실아파트 주택재건축정비사업조합,삼성동 79,준공인가,,
강남구,재건축,청담삼익아파트 재건축정비사업 조합,청담동 134-18,준공인가,,
강남구,재건축,도곡개포한신아파트 주택재건축정비사업조합,도곡동 464,관리처분인가,,
강남구,재건축,도곡삼익아파트 재건축정비사업 조합설립추진위원회,도곡동 869,추진위원회승인,,
강남구,재건축,개포주공3단지아파트 재건축정비사업 조합,개포동 138,조합해산,,
강서구,가로주택정비,방화동 598-146번지 일대 가로주택정비사업조합,방화동 598-146,조합설립인가,,
영등포구,재개발(도시정비형),신길6역세권 장기전세주택 사업(도시정비형 재개발),신길동 1448-1,정비계획 수립,,
서대문구,가로주택정비,홍은동 326-2일원 가로주택정비사업,홍은동 326-2,조합설립인가,,
마포구,재개발(주택정비형),망원동 신속통합기획 후보지,망원동 416-53,정비계획 수립,,
강북구,재개발(도시정비형),삼양사거리역세권 장기전세주택 도시정비형 재개발구역,미아동 754-120,조합설립인가,,
영등포구,재개발(도시정비형),영진시장(아파트) 도시정비형 공공재개발,신길동 2365,정비구역지정,,
서대문구,재개발(도시정비형),가재울9(좌원상가) 도시재생형 재개발사업,남가좌동 295-5,정비구역지정,,
양천구,재개발(주택정비형),신월7동 2구역 주택정비형 공공재개발사업,신월동 941,조합설립인가,,
송파구,재개발(주택정비형),거여2재정비촉진구역 1지구 주택재개발정비사업조합,거여동 181,조합해산,,
은평구,재개발(주택정비형),응암제9구역주택재개발정비사업조합,응암동 663,조합해산,,
중랑구,재건축,중화동324번지일대 주택재건축정비사업 조합설립추진위원회,중화동 324,추진위원회승인,,
서대문구,재건축,홍제3구역주택재건축정비사업조합,홍제동 104-41,관리처분인가,,
강북구,재개발(주택정비형),미아2재정비촉진구역 주택재개발정비사업 조합,미아동 403,조합설립인가,,
강서구,재건축,무궁화연립주택재건축정비사업조합,방화동 191-3,이전고시,,
양천구,재개발(주택정비형),신정2재정비촉진구역 1지구 주택재개발정비사업조합,신정동 1175-28,조합해산,,
노원구,재건축,상계주공8단지 주택재건축정비사업 조합,상계동 677,조합해산,,
동대문구,재건축,장안시영2단지2차 주택재건축정비사업 조합 청산법인,장안동 329-2,조합청산,,
동대문구,재건축,대성연립연합 주택재건축정비사업 조합,장안동 425-1,이전고시,,
서대문구,재개발(주택정비형),홍은제13구역 주택재개발정비사업조합,홍은동 11-111,착공,,
강북구,재개발(주택정비형),미아 제10-1구역 주택재개발정비사업조합,미아동 476,이전고시,,
강남구,재건축,상아아파트2차 주택재건축정비사업조합,삼성동 19-4,조합해산,,
강북구,재건축,수유제4-1구역 주택재건축정비사업 조합설립추진위원회,수유동 170-2,추진위원회승인,,
영등포구,재개발(도시정비형),70. 양평제13구역 도시환경정비사업조합,양평동2가 33-20,사업시행인가,,
구로구,재건축,장미연립 주택재건축정비사업 조합,개봉동 335-16,이전고시,,
노원구,재개발(주택정비형),상계2재정비촉진구역 주택재개발정비사업 조합,상계동 자력2구역 17블럭 1롯트,사업시행인가,,
은평구,재개발(주택정비형),녹번제1구역제2지구 주택재개발정비사업조합,녹번동 19,조합해산,,
송파구,재건축,잠실5단지아파트 주택재건축정비사업조합,잠실동 27,조합설립인가,,
중랑구,재건축,면목4 주택재건축정비사업 조합,면목동 55-14,조합해산,,
중랑구,재건축,망우1구역 공공재건축정비사업조합 ,망우동 178-1,조합설립인가,,
강북구,재건축,미아제9-2구역 주택재건축정비사업 조합,미아동 137-72,사업시행인가,,
서초구,재건축,신반포16차아파트 주택재건축정비사업조합,잠원동 55-10,관리처분인가,,
성동구,재개발(주택정비형),성수전략정비구역 제4지구 주택재개발정비사업조합,성수동2가 219-4,조합설립인가,,
중랑구,재건축,묵1 주택재건축 정비사업조합,묵동 81-17,조합청산,,
은평구,재개발(주택정비형),수색13재정비촉진구역 주택재개발정비사업 조합,수색동 341-6,이전고시,37.5851873,126.8948584
용산구,재개발(도시정비형),국제빌딩주변 제5구역 도시환경정비사업조합,한강로2가 210-1,준공인가,37.53142,126.9685
양천구,재개발(주택정비형),신정2재정비촉진구역2지구 주택재개발정비사업조합,신정동 1150-41,이전고시,37.5162407,126.8521196
은평구,재개발(주택정비형),대조제1구역주택재개발정비사업조합,대조동 88,착공,37.60803,126.9216712
동작구,재개발(주택정비형),노량진3재정비촉진구역 조합,노량진동 232-19,사업시행인가,37.5110101,126.9414634
서초구,재건축,반포한양아파트 주택재건축정비사업조합,잠원동 66,조합해산,37.5141468,127.0084064
서초구,재건축,반포아파트(제3주구) 주택재건축정비사업 조합,반포동 1053,착공,37.50312,127.0014
은평구,재건축,신사1 주택재건축정비사업 조합,신사동 170-12,착공,37.59547,126.90718
중랑구,가로주택정비,면목동 194번지일대 가로주택정비사업,면목동 194-33,관리처분인가,37.58178,127.09034
강서구,재건축,등촌1구역주택재건축정비사업조합,등촌동 366-24,착공,37.5498936,126.86025
양천구,재개발(주택정비형),신정제4구역 주택재개발정비사업조합,신정동 1033-1,조합해산,37.5162407,126.8521196
성동구,재개발(주택정비형),성수전략정비구역 제2 주택정비형 재개발정비사업조합 ,성수동2가 506,조합설립인가,37.54048,127.05601
강서구,재건축,세림연립 주택재건축정비사업 조합,등촌동 656-35,관리처분인가,37.5498936,126.86025
구로구,재건축,대흥성원동진빌라 주택재건축정비사업조합,온수동 45-32,사업시행인가,37.4945527,126.820444
