자치구,사업구분,사업장명,대표지번,진행단계,lat,lng
서초구,재건축,잠원동 대림아파트 주택재건축 정비사업 조합,잠원동 57,조합청산,37.5182544,127.0124028
동작구,재개발(주택정비형),흑석7재정비촉진구역 조합,흑석동 158,조합해산,37.5064393,126.963687
강북구,재개발(도시정비형),강북5구역 도시환경정비사업 조합설립추진위원회,미아동 61-79,추진위원회승인,37.628995,127.0257543
서초구,재건축,서초진흥아파트 주택재건축정비사업조합,서초동 1315,조합설립인가,37.48818,127.01751
은평구,재개발(주택정비형),응암제11구역 주택재개발정비사업조합,응암동 455,조합청산,37.59418,126.92555
은평구,재개발(주택정비형),불광제5 주택재개발정비사업 조합,불광동 238,관리처분인가,37.6160647,126.9339579
강서구,재건축,칠성연립 주택재건축정비사업 조합,내발산동 714-4,이전고시,37.5539189,126.8377194
양천구,재건축,삼미·장미연립 주택재건축정비사업 조합,신월동 410-12,이전고시,37.52782,126.83692
서초구,재건축,"신반포3차,경남 주택재건축정비사업조합",반포동 1-1,조합해산,37.50312,127.0014
서초구,재건축,신반포15차아파트 주택재건축정비사업조합 ,반포동 12,조합청산,37.50312,127.0014
서초구,재건축,신반포2차아파트 재건축정비사업조합,잠원동 73,조합설립인가,37.5156693,127.0177235
은평구,재개발(주택정비형),증산5재정비촉진구역 주택재개발정비사업 조합,증산동 195,관리처분인가,37.5827308,126.9053641
서초구,재건축,반포경남아파트 주택재건축 정비사업,반포동 1-8,추진위원회승인,37.50312,127.0014
서초구,재건축,삼호가든맨션3차 재건축정비사업조합,반포동 32-8,조합해산,37.50312,127.0014
서초구,재건축,삼호가든4차아파트 주택재건축 정비사업,반포동 30-18,조합해산,37.50312,127.0014
광진구,재건축,중곡아파트 주택재건축정비사업조합,중곡동 190-26,조합설립인가,37.56286,127.08921
양천구,재건축,신월시영아파트 재건축정비사업,신월동 987-1,조합설립인가,37.52782,126.83692
서초구,재건축,임광3차아파트 재건축정비사업 조합설립추진위원회,방배동 1010-1,추진위원회승인,37.4798789,126.9939103
동작구,재개발(도시정비형),신대방동 600번지 일대,신대방동 600,정비계획 수립,37.4955756,126.9195788
서초구,재건축,반포미도2차 재건축정비사업,반포동 60-5,조합설립인가,37.50312,127.0014
강남구,재건축,개포현대2차아파트 재건축정비사업,개포동 654,안전진단,37.48421,127.07006
강남구,재건축,개포 경남·우성3차·현대1차 통합 재건축정비사업,개포동 649,정비구역지정,37.48421,127.07006
강남구,재건축,대치미도아파트 재건축정비사업,대치동 511,정비계획 수립,37.49882,127.06566
송파구,재건축,올림픽선수기자촌아파트 재건축정비사업 조합설립추진위원회,방이동 89,추진위원회승인,37.5141564,127.1195472
양천구,가로주택정비,신월 가로주택정비사업,신월동 47-3,사업시행인가,37.52782,126.83692
은평구,재개발(주택정비형),불광동 16-111 일대,불광동 16-111,정비계획 수립,37.6160647,126.9339579
영등포구,소규모재건축,여의도화랑아파트 소규모재건축사업,여의도동 40-4,조합설립인가,37.5267088,126.9238
관악구,재개발(주택정비형),신림9구역 재개발정비사업,신림동 119-1,정비계획 수립,37.4868971,126.928177
은평구,재개발(주택정비형),신사동237번지 일대 주택정비형 재개발사업,신사동 237,조합설립인가,37.59547,126.90718
강북구,재개발(주택정비형),미아동 75번지 일대 주택정비형 재개발사업,미아동 75,정비계획 수립,37.6342073,127.027901
노원구,재건축,하계장미아파트 재건축사업,하계동 273,추진위원회승인,37.63793,127.07251
성북구,재개발(주택정비형),장위13-2구역(가칭) 주택재개발정비사업,장위동 224-12,정비계획 수립,37.6162,127.05086
성북구,재개발(주택정비형),장위13-1구역(가칭) 주택재개발정비사업,장위동 219-90,정비계획 수립,37.6160221,127.05025
성북구,재개발(주택정비형),성북제2구역 주택재개발정비사업 조합,성북동 226,사업시행인가,37.59552,126.99215
서초구,재건축,신반포12차아파트 재건축정비사업조합,잠원동 50-5,관리처분인가,37.5182544,127.0124028
마포구,재개발(주택정비형),염리동 488-14번지 일대 정비계획 수립 및 정비구역 지정 진행 지역,염리동 488-14,추진위원회승인,37.54914,126.94915
성북구,가로주택정비,종암동 개운산마을 가로주택정비사업조합,종암동 81-188,착공,37.59631,127.03333
구로구,가로주택정비,궁동 한양빌라 가로주택정비사업조합,궁동 240,조합설립인가,37.5006694,126.8280726
중랑구,가로주택정비,면목역 6의4구역 가로주택정비사업,면목동 110-13,조합설립인가,37.58178,127.09034
중랑구,가로주택정비,면목역 6의 5구역 가로주택정비사업,면목동 113-1,조합설립인가,37.58178,127.09034
동작구,재개발(주택정비형),본동구역 주택정비형 공공재개발사업,본동 47,조합설립인가,37.51337,126.95477
마포구,재개발(도시정비형),광흥창역세권(신수동) 도시정비형 재개발구역,신수동 301-1,정비계획 수립,37.5462035,126.9359375
성북구,재개발(도시정비형),돌곶이·상월곡역세권 장기전세주택 도시정비형재개발,장위동 66-300,추진위원회승인,37.6160221,127.05025
은평구,재개발(주택정비형),갈현제2구역 주택정비형 재개발사업,갈현동 12-248,정비구역지정,37.62058,126.91102
동작구,재개발(도시정비형),사당동 318-99번지일대 재개발정비사업,사당동 318-99,추진위원회승인,37.4850799,126.9704949
강서구,재건축,웅지 ·오성 ·염창주택재건축정비사업조합,염창동 242-4,이전고시,37.5553472,126.8725283
용산구,재개발(주택정비형),청파제1구역 재개발정비사업조합,청파동2가 11-1,조합설립인가,37.54655,126.96675
동작구,재건축,사당2 주택재건축 조합,사당동 181-360,조합해산,37.4850799,126.9704949
송파구,재건축,잠실미성·크로바아파트 주택재건축정비사업조합,신천동 17-6,준공인가,37.5184928,127.1030779
관악구,재건축,봉천6-1구역 주택재건축정비사업 조합설립추진위원회,봉천동 63-89,추진위원회승인,37.484665,126.9484961
영등포구,재건축,신동아아파트 주택재건축정비사업조합,양평동1가 20,조합설립인가,37.5247393,126.8836443
은평구,재개발(주택정비형),수색8재정비촉진구역 주택재개발 정비사업조합,수색동 16-2,관리처분인가,37.5851873,126.8948584
영등포구,재개발(주택정비형),도림제16구역 주택재개발정비사업조합,도림동 162-94,조합청산,37.5082619,126.8993866
은평구,재개발(주택정비형),불광제3구역주택재개발정비사업조합,불광동 17,조합청산,37.6160647,126.9339579
서초구,재건축,신반포6차아파트 주택재건축정비사업 조합,잠원동 74-2,조합해산,37.5182544,127.0124028
성동구,재개발(주택정비형),성수전략정비구역제3지구주택재개발정비사업조합,성수동2가 572-7,조합설립인가,37.54048,127.05601
노원구,재건축,월계동주택재건축정비사업조합,월계동 487-17,철거,37.6289,127.0567
동작구,재개발(주택정비형),노량진4재정비촉진구역 조합,노량진동 227-5,관리처분인가,37.5110101,126.9414634
구로구,재건축,고척동 산업인아파트 재건축정비사업조합,고척동 57-9,사업시행인가,37.5032363,126.8588409
송파구,재건축,잠실진주아파트 주택재건축정비사업조합,신천동 20-4,준공인가,37.5184928,127.1030779
양천구,재개발(주택정비형),신정1재정비촉진구역4지구 주택재개발정비사업 조합,신월동 612,이전고시,37.52782,126.83692
성동구,재개발(주택정비형),금호제18구역주택재개발정비사업조합,금호동3가 632,이전고시,37.54998,127.02213
은평구,재건축,역촌1구역 주택재건축정비사업조합,역촌동 189,분양,37.6049941,126.9148856
양천구,재개발(주택정비형),신정1재정비촉진구역2지구 주택재개발정비사업 조합,신월동 603-3,이전고시,37.52782,126.83692
서초구,재건축,서초삼호1차아파트 주택재건축 정비사업조합,서초동 1310,이전고시,37.48818,127.01751
관악구,재건축,미성아파트 재건축정비사업 조합,신림동 1656,사업시행인가,37.4868971,126.928177
양천구,재개발(도시정비형),신정3재정비촉진3-1구역 도시환경정비사업 조합설립추진위원회,신정동 1190-1,추진위원회승인,37.5162407,126.8521196
강서구,재건축,동아연립주택재건축정비사업조합,염창동 244-18,이전고시,37.5553472,126.8725283
성동구,재개발(주택정비형),행당제7구역 주택재개발정비사업조합,행당동 128,분양,37.55783,127.03571
마포구,재개발(주택정비형),아현제4 주택재개발정비사업 조합,아현동 380,준공인가,37.5505624,126.9525116
양천구,재개발(주택정비형),신정1재정비촉진구역3지구 주택재개발정비사업 조합,신월동 606,사업시행인가,37.52782,126.83692
마포구,재개발(주택정비형),염리2구역 주택재개발정비사업 조합(뉴타운),염리동 45,조합해산,37.5501812,126.9479037
은평구,재개발(주택정비형),녹번제1구역제1지구주택재개발정비사업조합,녹번동 53,조합청산,37.6040879,126.9317233
성동구,재개발(주택정비형),성수전략정비구역 제1 주택정비형 재개발정비사업조합,성수동1가 72-10,조합설립인가,37.5435,127.03742
금천구,재건축,독산동 삼승아파트 주택재건축 정비사업조합,독산동 966-1,조합해산,37.468399,126.8979571
강서구,재건축,염창1주택재건축정비사업조합,염창동 277-24,이전고시,37.5553472,126.8725283
강남구,재건축,개포시영(아) 주택재건축정비사업조합,개포동 656,조합해산,37.48421,127.07006
송파구,재건축,이화연립 주택재건축정비사업조합,풍납동 153,조합해산,37.53387,127.11094
강서구,재건축,덕수연립주택재건축정비사업조합,염창동 283,조합해산,37.5553472,126.8725283
동대문구,재개발(주택정비형),답십리자동차부품상가 도시정비형 재개발정비사업조합,답십리동 952,사업시행인가,37.57002,127.05467
강동구,재건축,고덕주공9단지아파트 재건축정비사업,명일동 257,안전진단,37.54841,127.15158
성동구,재개발(주택정비형),옥수제12구역 주택재개발정비사업조합,옥수동 500,조합청산,37.54176,127.01648
은평구,재개발(주택정비형),응암제3구역주택재개발정비사업조합,응암동 171,조합해산,37.59418,126.92555
마포구,재건축,신수2구역 주택재건축정비사업 조합설립추진위원회,신수동 225-7,추진위원회승인,37.5462035,126.9359375
영등포구,재개발(도시정비형),69. 양평제12구역 도시환경정비사업조합,양평동1가 243-1,분양,37.52309,126.88868
강동구,재건축,둔촌주공아파트 주택재건축정비사업조합,둔촌동 172,준공인가,37.5289579,127.1447659
용산구,재개발(도시정비형),용산역전면 제2구역 도시환경정비사업조합,한강로3가 391,이전고시,37.52754,126.96297
양천구,재건축,신월4구역 주택재건축정비사업조합,신월동 489-3,이전고시,37.52782,126.83692
강남구,재건축,개포1동주공아파트 주택재건축정비사업조합,개포동 660-4,착공,37.48421,127.07006
영등포구,재개발(주택정비형),신길제2구역 주택재개발정비사업조합,신길동 190,사업시행인가,37.5065214,126.9119108
강북구,재개발(도시정비형),미아중심재정비촉진지구 강북2재정비촉진구역 도시환경정비사업조합,미아동 42-8,조합설립인가,37.628995,127.0257543
은평구,재건축,불광1주택재건축정비사업(신탁방식),불광동 19-3,사업시행인가,37.6160647,126.9339579
강남구,재건축,압구정아파트지구 특별계획구역① 재건축사업,압구정동 414,추진위원회승인,37.5300432,127.0313346
강남구,재건축,압구정아파트지구 특별계획구역② 재건축정비사업조합,압구정동 434,조합설립인가,37.5300432,127.0313346
강동구,재건축,고덕시영아파트 주택재건축정비사업조합,고덕동 670,조합해산,37.56528,127.15761
은평구,재개발(주택정비형),응암제2구역 주택재개발정비사업 조합,응암동 36,조합청산,37.59418,126.92555
강남구,재건축,논현청학아파트재건축정비사업 조합,논현동 62-3,조합설립인가,37.5123018,127.0294935
중랑구,재건축,한림연립주택재건축조합,면목동 134-40,이전고시,37.58178,127.09034
동작구,재개발(주택정비형),노량진7재정비촉진구역 조합,대방동 13-31,관리처분인가,37.5067997,126.9291349
용산구,재개발(도시정비형),한강로구역 도시환경정비사업조합,한강로1가 158,조합설립인가,37.5329295,126.9719025
동대문구,재개발(주택정비형),용두1도시환경정비구역 제5지구 조합설립추진위원회,용두동 23-1,추진위원회승인,37.57616,127.03476
강동구,소규모재건축,길동한전우성아파트 소규모주택정비사업조합,길동 332,조합설립인가,37.5398309,127.1466106
은평구,재개발(주택정비형),증산2재정비촉진구역 주택재개발정비사업 조합,증산동 213-20,조합해산,37.5827308,126.9053641
서대문구,재개발(주택정비형),홍은제14구역주택재개발정비사업조합,홍은동 19-19,조합해산,37.59296,126.93733
서대문구,재개발(주택정비형),연희제1구역 주택재개발정비사업조합,연희동 533,착공,37.57234,126.93084
중구,재개발(주택정비형),신당제9구역 주택재개발정비사업조합,신당동 432-1008,조합설립인가,37.5672239,127.0152585
성북구,재개발(주택정비형),돈암6구역 주택재개발정비사업조합,돈암동 48-29,사업시행인가,37.59742,127.01841
용산구,재개발(주택정비형),한남4재정비촉진구역 주택재개발정비사업 조합,보광동 360,사업시행인가,37.5270966,127.0015525
동대문구,재개발(주택정비형),제기제6구역주택재개발정비사업조합,제기동 120-104,관리처분인가,37.5783784,127.0344672
동대문구,재건축,435대명연립 주택재건축정비사업 조합,장안동 435-2,이전고시,37.57105,127.06806
동대문구,재개발(주택정비형),이문4재정비촉진구역 주택재개발정비사업조합,이문동 86-1,관리처분인가,37.60021,127.06124
성북구,가로주택정비,장위13-6 가로주택정비사업 조합,장위동 232-41,조합설립인가,37.6162,127.05086
강남구,재건축,압구정한양7차아파트 재건축정비사업조합,압구정동 528,조합설립인가,37.5300432,127.0313346
종로구,재개발(도시정비형),창신4구역 도시환경정비사업 조합설립추진위원회,창신동 330-1,추진위원회승인,37.57595,127.01313
서초구,재건축,신반포21차아파트 주택재건축정비사업조합,잠원동 59-10,착공,37.5182544,127.0124028
강서구,재건축,화곡1 주택재건축정비사업조합,화곡동 1027-50,이전고시,37.54208,126.84656
동작구,재개발(주택정비형),노량진1재정비촉진구역 조합,노량진동 278-2,사업시행인가,37.5110101,126.9414634
동작구,재건축,상도대림아파트 주택재건축 조합,상도동 36-1,조합청산,37.4988159,126.9441045
송파구,재건축,반도아파트 주택재건축정비사업 조합,송파동 167,조합해산,37.50479,127.11369
관악구,재건축,봉천1-1구역 재건축정비사업 조합,봉천동 728-57,사업시행인가,37.484665,126.9484961
강서구,재건축,원일빌라 주택재건축정비사업조합,방화동 278-7,관리처분인가,37.57682,126.81422
성동구,재개발(주택정비형),옥수제13구역 주택재개발정비사업 조합,옥수동 526,조합해산,37.54176,127.01648
용산구,재개발(도시정비형),용산역전면 제3구역 도시환경정비사업조합,한강로2가 342,이전고시,37.53142,126.9685
성동구,재개발(주택정비형),금호제14구역 주택재개발정비사업조합,금호동4가 235,조합해산,37.54479,127.02339
영등포구,재건축,75. 여의도 시범아파트주택재건축정비사업 조합설립추진위원회,여의도동 50,추진위원회승인,37.5198496,126.9402516
성북구,재개발(주택정비형),성북1구역 공공재개발 정비사업 주민대표회의,성북동 179-68,조합설립인가,37.59552,126.99215
관악구,재개발(주택정비형),봉천제12-2구역 주택재개발정비사업조합,봉천동 1553-1,조합청산,37.484665,126.9484961
서대문구,재개발(주택정비형),가재울뉴타운5구역 주택재개발정비사업 조합,남가좌동 175,조합해산,37.57744,126.9179
양천구,재개발(주택정비형),신월1구역 주택재개발정비사업 조합설립추진위원회,신월동 159-192,추진위원회승인,37.5290495,126.8335466
성북구,재개발(주택정비형),길음2재정비촉진구역 주택재개발정비사업조합,길음동 498,조합해산,37.6085308,127.0201946
송파구,재건축,가락미륭아파트 재건축정비사업조합,가락동 138,관리처분인가,37.49672,127.11744
관악구,지역주택,(가칭)신림지역주택조합 추진위원회,신림동 1480-1,조합원 모집신고,37.4730961,126.9282982
서초구,리모델링,반포동엠브이아파트 리모델링주택조합,반포동 46,,37.50312,127.0014
관악구,지역주택,(가칭)청림동지역주택조합,봉천동 14-120,,37.484665,126.9484961
동대문구,재개발(주택정비형),답십리제17구역 주택재개발정비사업,답십리동 12,준공인가,37.5685858,127.0517873
동작구,재건축,사당1 주택재건축정비사업 조합,사당동 167-19,조합청산,37.4856963,126.9723525
마포구,지역주택,신수동무쇠막 지역주택조합,신수동 91-90,철거 및 착공,37.5462035,126.9359375
양천구,재개발(도시정비형),목동 523번지 일대 도시정비형 재개발사업(역세권 활성화 사업),목동 523,정비계획 수립,37.53608,126.87585
서대문구,재개발(주택정비형),연희2구역 공공재개발사업,연희동 721-6,추진위원회승인,37.57234,126.93084
동작구,지역주택,(가칭)동작남성역지역주택조합,사당동 277-1,조합원 모집신고,37.4856963,126.9723525
양천구,재건축,봉상연립 주택재건축정비사업 조합,신월동 8-1,이전고시,37.5413956,126.8282654
서대문구,재건축,홍은동제2 주택재건축정비사업 조합,홍은동 338-5,준공인가,37.59296,126.93733
동작구,재개발(주택정비형),흑석3재정비촉진구역 주택재개발정비사업조합,흑석동 253-89,준공인가,37.5064393,126.963687
서초구,재건축,신반포1차아파트 주택재건축정비사업 조합,반포동 2-1,조합청산,37.50312,127.0014
관악구,재개발(주택정비형),봉천제14구역 재개발정비사업조합,봉천동 1,사업시행인가,37.4893869,126.9474546
광진구,가로주택정비,한양연립 일대 가로주택정비사업,구의동 592-39,사업시행인가,37.54417,127.09262
금천구,가로주택정비,시흥동 934번지 일대 가로주택정비사업,시흥동 934,조합설립인가,37.4507049,126.9085555
용산구,재개발(주택정비형),서계 통합구역 주택정비형재개발 사업(신속통합기획),서계동 33-5,추진위원회승인,37.55234,126.96595
강북구,재개발(주택정비형),번동 441-3번지 일대 주택재개발정비사업,번동 441-3,추진위원회승인,37.62929,127.03684
동대문구,재개발(도시정비형),신이문2 역세권 도시정비형 재개발정비사업,이문동 170-65,정비계획 수립,37.60021,127.06124
성북구,가로주택정비,정릉동 226-1번지 일대 가로주택정비사업  조합,정릉동 226-1,조합설립인가,37.61654,126.99794
구로구,소규모재건축,한성아파트 소규모재건축정비사업,고척동 227-1,조합설립인가,37.5032363,126.8588409
서초구,가로주택정비,"양재동 풍림, 현대빌라 가로주택정비사업조합",양재동 18-18,조합설립인가,37.46838,127.0361
강동구,재개발(주택정비형),천호동 214-19번지 일대 재개발정비사업(천호 3-1구역),천호동 214-19,정비계획 수립,37.54294,127.12733
구로구,지역주택,(가칭)구로3동 16통 24통 지역주택조합사업,구로동 153-3,,37.4945849,126.8845477
은평구,재건축,응암3 주택재건축정비사업조합,응암동 626-108,조합해산,37.5926573,126.9216114
용산구,재개발(도시정비형),정비창전면 제3구역 도시정비형 재개발 정비사업 조합,한강로3가 40-19,조합설립인가,37.52754,126.96297
동대문구,재개발(도시정비형),용두제7구역 도시환경정비사업 조합설립추진위원회,용두동 53-6,추진위원회승인,37.57616,127.03476
영등포구,재개발(도시정비형),71. 양평제14구역 도시환경정비사업 조합설립추진위원회,양평동2가 29-6,추진위원회승인,37.52357,126.88288
중랑구,가로주택정비,면목역2구역 가로주택정비사업 ,면목동 1251-4,조합설립인가,37.58178,127.09034
동작구,지역주택,(가칭)사당5동지역주택조합 추진위원회,사당동 217-15,,37.4856963,126.9723525
동작구,지역주택,(가칭)남성역지역주택조합 추진위원회,사당동 235-81,조합창립총회,37.4856963,126.9723525
송파구,리모델링,강변현대아파트 리모델링사업조합,풍납동 299-1,조합원 모집신고,37.53387,127.11094
송파구,리모델링,문정건영아파트 리모델링주택조합,문정동 72-3,지구단위계획수립/건축심의/교통심의,37.48434,127.12246
송파구,리모델링,오금아남아파트 리모델링주택조합,오금동 67-7,,37.50355,127.13379
송파구,리모델링,거여5단지아파트 리모델링주택조합,거여동 294,,37.48921,127.14667
관악구,재개발(주택정비형),봉천4-1-3구역 주택재개발정비사업조합,봉천동 480,사업시행인가,37.484665,126.9484961
구로구,소규모재건축,길훈아파트소규모재건축정비사업조합,오류동 150-42,조합설립인가,37.4910095,126.8377379
마포구,재개발(주택정비형),마포로1구역 제10지구 도시정비형 재개발사업 조합,도화동 536,사업시행인가,37.5386394,126.9492428
강북구,소규모재건축,보광연립소규모재건축사업조합,수유동 360-1,사업시행인가,37.6352212,127.0090642
성동구,재개발(주택정비형),용답동 주택재개발정비사업조합,용답동 108-1,분양,37.56211,127.05467
용산구,재건축,한양철우아파트 주택재건축 정비사업조합,한강로3가 65-500,조합설립인가,37.52754,126.96297
용산구,재건축,한남연립 729번지 주택재건축 정비사업조합,한남동 729,조합청산,37.53822,127.0074
은평구,재건축,응암제4구역 주택재건축정비사업조합,응암동 225-1,조합청산,37.59418,126.92555
성북구,재개발(주택정비형),종암제6구역주택재개발정비사업조합,종암동 95-2,조합해산,37.59631,127.03333
서초구,재건축,우성3차 주택재건축정비사업조합,서초동 1332-1,조합해산,37.48818,127.01751
서초구,재건축,방배삼익아파트 주택재건축정비사업조합,방배동 1018-1,분양,37.4798789,126.9939103
동작구,재개발(주택정비형),노량진8재정비촉진구역 조합,대방동 23-61,관리처분인가,37.5067997,126.9291349
성동구,재건축,장미아파트 주택재건축정비사업 조합설립추진위원회,성수동1가 656-421,추진위원회승인,37.5435,127.03742
서초구,재건축,신반포22차아파트 주택재건축정비사업조합,잠원동 65-33,착공,37.5182544,127.0124028
은평구,재개발(주택정비형),응암제1구역 주택재개발정비사업조합,응암동 8,조합청산,37.5998307,126.9230263
영등포구,재개발(주택정비형),신길11재정비촉진구역 주택재개발정비사업조합,신길동 329-94,조합청산,37.5065214,126.9119108
은평구,재개발(주택정비형),수색4재정비촉진구역 주택재개발 정비사업 조합,수색동 330-1,조합해산,37.5851873,126.8948584
영등포구,재개발(주택정비형),신길7재정비촉진구역 주택재개발정비사업 조합,신길동 2039,조합청산,37.5065214,126.9119108
영등포구,재개발(주택정비형),신길14재정비촉진구역 주택재개발정비사업 조합,신길동 347-50,조합해산,37.5065214,126.9119108
강북구,재건축,수유제4-2구역 주택재건축정비사업 조합설립추진위원회,수유동 291-224,추진위원회승인,37.6352212,127.0090642
관악구,재개발(주택정비형),신림2재정비촉진구역 재개발정비사업조합,신림동 324-25,철거,37.4868971,126.928177
영등포구,재개발(도시정비형),영등포1-13재정비촉진구역 도시환경정비사업 조합,영등포동5가 32-8,분양,37.52095,126.9066
서대문구,재개발(도시정비형),마포로5구역제2지구 도시정비형재개발사업조합,충정로3가 250,조합설립인가,37.5618374,126.9616577
강서구,재건축,경남1차주택재건축정비사업조합,내발산동 716-20,조합설립인가,37.5539189,126.8377194
성동구,재건축,응봉1 주택재건축정비사업 조합,응봉동 193-162,사업시행인가,37.55236,127.03356
용산구,재개발(도시정비형),국제빌딩주변 제4구역 도시환경정비사업조합,한강로3가 63-70,이전고시,37.52754,126.96297
동대문구,재개발(주택정비형),휘경1재정비촉진구역 주택재개발정비사업조합,휘경동 243,조합해산,37.58773,127.06526
강동구,재건축,길동신동아3차아파트 주택재건축정비사업조합,길동 43,조합청산,37.5338299,127.1395976
용산구,재건축,한강맨션아파트 주택재건축 조합,이촌동 300-23,관리처분인가,37.52086,126.96612
서초구,재건축,우성2차아파트 주택재건축정비사업조합,서초동 1331,조합해산,37.48818,127.01751
동대문구,재개발(도시정비형),용두제6구역 도시환경정비사업 조합설립추진위원회,용두동 52-28,추진위원회승인,37.57616,127.03476
서초구,재건축,반포현대아파트주택재건축정비사업조합,반포동 30-15,이전고시,37.50312,127.0014
용산구,재개발(주택정비형),효창제4구역 주택재개발 정비사업조합,효창동 117-1,조합청산,37.54341,126.96037
강서구,재건축,젤라연립 주택재건축정비사업 조합,화곡동 812-26,이전고시,37.54208,126.84656
구로구,재개발(주택정비형),고척제4구역 주택재개발정비사업조합,고척동 148,착공,37.5032363,126.8588409
용산구,재개발(주택정비형),효창제6구역주택재개발정비사업조합,효창동 3-250,조합해산,37.54341,126.96037
중랑구,재건축,면목동172-1번지일대 주택재건축정비사업 조합설립추진위원회,면목동 172-1,추진위원회승인,37.58178,127.09034
성북구,재개발(주택정비형),정릉제10구역 주택재개발정비사업조합,정릉동 539-1,조합해산,37.61654,126.99794
노원구,재건축,월계3(벼루마을) 주택재건축정비사업조합,월계동 531,조합청산,37.6289,127.0567
성북구,재개발(주택정비형),안암2구역 주택재개발 정비사업조합,안암동3가 132-17,이전고시,37.58371,127.02359
성북구,재개발(주택정비형),장위10구역 주택재개발정비사업조합,장위동 68-37,관리처분인가,37.6162,127.05086
성동구,재개발(주택정비형),금호제15구역 주택재개발정비사업조합,금호동1가 280,조합청산,37.55286,127.02393
성북구,재개발(주택정비형),장위5구역 주택재개발정비사업조합,장위동 173-114,조합해산,37.6162,127.05086
