자치구,사업구분,사업장명,대표지번,진행단계,lat,lng
서초구,재건축,"반포주공1단지(1,2,4주구) 주택재건축정비사업 조합",반포동 810,착공,37.50312,127.0014
서초구,재건축,신반포25차아파트주택재건축정비사업조합설립추진위원회,잠원동 61-1,추진위원회승인,37.5182544,127.0124028
용산구,재개발(도시정비형),신용산역북측 제1구역 도시환경정비사업조합,한강로2가 2-116,사업시행인가,37.53142,126.9685
은평구,재건축,연희빌라주택재건축정비사업조합,구산동 307-1,조합해산,37.6122812,126.9082658
영등포구,재건축,유원제일2차아파트 재건축정비사업조합,당산동5가 7-2,사업시행인가,37.53208,126.90102
강동구,재건축,천호3 주택재건축정비사업조합,천호동 423-76,분양,37.54294,127.12733
동대문구,재개발(주택정비형),전농제9구역 공공재개발정비사업 주민대표회의,전농동 103-236,조합설립인가,37.5806,127.05543
서초구,재건축,반포미도1차아파트 재건축정비사업조합,반포동 60-4,조합설립인가,37.50312,127.0014
용산구,재개발(도시정비형),효창공원앞역역세권 도시정비형 재개발정비사업,효창동 5-307,정비계획 수립,37.54341,126.96037
용산구,재개발(도시정비형),빗물펌프장구역 도시정비형 재개발사업,한강로3가 40-881,정비계획 수립,37.5301847,126.9707731
용산구,재개발(도시정비형),한강로1가 도시정비형 재개발정비사업,한강로1가 231-30,정비계획 수립,37.53517,126.97404
관악구,재개발(주택정비형),신림5구역 재개발정비사업,신림동 412,정비계획 수립,37.4868971,126.928177
구로구,지역주택,개봉역 림괄지역주택조합 공동주택 신축공사,개봉동 199-4,,37.4931629,126.851736
구로구,가로주택정비,고척1구역 가로주택정비사업(홍진은성우정연립),고척동 241-2,조합설립인가,37.5032363,126.8588409
금천구,재개발(주택정비형),시흥1구역,시흥동 810,정비구역지정,37.4507049,126.9085555
중랑구,가로주택정비,면목본동3구역 가로주택정비사업,면목동 107-33,조합설립인가,37.58178,127.09034
성동구,재개발(주택정비형),사근동 293번지 일대,사근동 293,정비계획 수립,37.5589948,127.0480281
송파구,재건축,송파동 100번지 일대 조합설립추진위원회 ,송파동 100,추진위원회승인,37.50479,127.11369
영등포구,재개발(도시정비형),17. 영등포1-1 재정비촉진구역,영등포동7가 105-7,정비구역지정,37.5229698,126.909899
영등포구,재개발(도시정비형),24. 영등포1-8 재정비촉진구역,영등포동5가 38-3,정비구역지정,37.52095,126.9066
영등포구,재개발(도시정비형),26. 영등포1-10 재정비촉진구역,영등포동5가 100,정비구역지정,37.52095,126.9066
영등포구,재개발(도시정비형),37. 영등포1-21 재정비촉진구역,영등포동2가 299,정비구역지정,37.52125,126.91222
강북구,재건축,미아동 3-111 일대 주택재건축정비사업조합,미아동 3-111,조합해산,37.628995,127.0257543
송파구,재개발(주택정비형),마천4재정비촉진구역 주택재개발정비사업조합,마천동 323,관리처분인가,37.49803,127.15167
서초구,가로주택정비,한신양재 가로주택정비사업조합,양재동 18-12,조합설립인가,37.46838,127.0361
강동구,가로주택정비,천호동 107-33일대 가로주택정비사업,천호동 107-33,조합설립인가,37.54294,127.12733
서초구,재건축,반포우성아파트 재건축 조합,잠원동 74-1,조합해산,37.5182544,127.0124028
동작구,재건축,동작1 주택재건축 조합,동작동 102,착공,37.5028911,126.9775288
영등포구,재개발(도시정비형),25. 영등포1-9 재정비촉진구역,영등포동5가 81-1,정비구역지정,37.52095,126.9066
영등포구,재개발(도시정비형),34. 영등포1-18 재정비촉진구역,영등포동5가 6,정비구역지정,37.5205902,126.9040351
강남구,재건축,대치동 구마을 제3지구 재건축정비사업조합,대치동 964,준공인가,37.49882,127.06566
중랑구,가로주택정비,면목본동2구역 가로주택정비사업,면목동 106-5,조합설립인가,37.58178,127.09034
서초구,재건축,신반포13차 주택재건축정비사업 조합,잠원동 52-2,조합청산,37.5182544,127.0124028
서초구,재건축,신반포4차아파트 재건축정비사업조합,잠원동 70,조합설립인가,37.5182544,127.0124028
강남구,재건축,대치쌍용1차아파트 주택재건축정비사업조합,대치동 66,사업시행인가,37.5024779,127.0672833
서초구,재건축,신반포14차 주택재건축정비사업 조합,잠원동 74,조합해산,37.5182544,127.0124028
강서구,재건축,방화3재정비촉진구역 재건축정비사업조합,방화동 615-103,사업시행인가,37.57682,126.81422
동대문구,가로주택정비,장안동 326번지 일대 가로주택정비사업 조합,장안동 326,조합설립인가,37.57105,127.06806
강남구,재건축,대치제2지구 재건축정비사업조합,대치동 977,이전고시,37.49882,127.06566
서초구,재건축,신반포4지구 재건축정비사업조합,잠원동 60-3,준공인가,37.5182544,127.0124028
동작구,재건축,사당5주택재건축정비사업조합,사당동 303,사업시행인가,37.4856963,126.9723525
서초구,가로주택정비,남양연립주택재건축정비사업조합,서초동 1611-1,이전고시,37.48818,127.01751
동작구,재개발(주택정비형),흑석11재정비촉진구역 주택재개발정비사업조합,흑석동 304,철거,37.5064393,126.963687
마포구,재건축,망원동438주택재건축정비사업조합,망원동 438-46,조합해산,37.55586,126.90087
강남구,재건축,대치쌍용2차아파트 주택재건축정비사업조합,대치동 65,사업시행인가,37.5020231,127.0643381
서초구,재건축,신반포7차아파트주택재건축정비사업조합,잠원동 65-32,조합설립인가,37.5182544,127.0124028
강동구,가로주택정비,동도연립 가로주택정비사업조합,천호동 39-4,조합해산,37.54294,127.12733
용산구,재건축,신동아아파트재건축정비사업조합,서빙고동 241-21,조합설립인가,37.5176907,126.9912397
송파구,재건축,가락삼익맨숀아파트 재건축정비사업 조합,송파동 166,관리처분인가,37.50479,127.11369
강남구,재건축,압구정아파트지구 특별계획구역4,압구정동 481,조합설립인가,37.5300432,127.0313346
송파구,재건축,삼환가락아파트 재건축정비사업 조합,가락동 176,관리처분인가,37.49672,127.11744
용산구,재건축,중산아파트 주택재건축정비사업 조합설립추진위원회,이촌동 211-2,추진위원회승인,37.52086,126.96612
강남구,재건축,"개포주공6,7단지아파트 재건축정비사업조합",개포동 185,사업시행인가,37.48421,127.07006
송파구,재건축,가락상아1차아파트 재건축사업 조합,오금동 166,관리처분인가,37.50355,127.13379
강남구,재건축,개포시영아파트 중심상가 재건축정비사업조합,개포동 656-3,이전고시,37.48421,127.07006
용산구,재개발(도시정비형),정비창전면 제1구역 재개발 정비사업조합,한강로3가 40-641,조합설립인가,37.5304765,126.9700236
동대문구,재건축,장안동 현대아파트 재건축정비사업조합,장안동 95-1,사업시행인가,37.57105,127.06806
성북구,소규모재건축,동신아파트소규모재건축정비사업,하월곡동 70-4,사업시행인가,37.60444,127.03764
중랑구,가로주택정비,중화역 2의1구역 가로주택정비사업,중화동 329-38,조합설립인가,37.59755,127.07783
중랑구,가로주택정비,중화역 2의2구역 가로주택정비사업,중화동 329-30,조합설립인가,37.59755,127.07783
중랑구,가로주택정비,중화역 2의5구역 가로주택정비사업,중화동 317-45,조합설립인가,37.59755,127.07783
영등포구,재개발(도시정비형),영등포 대선제분 일대 재개발1구역 제1지구,문래동3가 16-32,사업시행인가,37.51702,126.89591
성북구,가로주택정비,석관1-3구역 가로주택정비사업 조합,석관동 261-98,조합설립인가,37.60789,127.06116
중랑구,지역주택,(가칭)용마산역세권지역주택조합,면목동 371-134,조합창립총회,37.5817944,127.0910424
강서구,지역주택,송정역지역주택조합,공항동 61-42,,37.5556799,126.7931257
강서구,지역주택,(가칭)공항동지역주택조합,공항동 14,,37.558749,126.8022486
강서구,지역주택,(가칭)방화지역주택조합,공항동 21,조합원 모집신고,37.560158,126.7977936
동작구,가로주택정비,사당동 206대시 1번지 일원 가로주택정비사업,사당동 206-1,조합설립인가,37.4856963,126.9723525
금천구,소규모재건축,석수빌라 소규모 재건축 사업 조합,시흥동 1004,사업시행인가,37.4507049,126.9085555
중랑구,재건축,중화우성타운 재건축정비사업,중화동 195-2,조합설립인가,37.59755,127.07783
구로구,재개발(주택정비형),가리봉1구역 주택정비형 재개발사업,가리봉동 115,추진위원회승인,37.4838745,126.8889756
양천구,재개발(주택정비형),목2동 232번지 일대 주택정비형 재개발사업조합,목동 232,추진위원회승인,37.5502462,126.8642911
강북구,가로주택정비,번동3-1구역 가로주택정비사업 조합,번동 413-44,조합설립인가,37.62929,127.03684
영등포구,지역주택,(가칭)뉴신길지역주택조합,신길동 420-92,조합원 모집신고,37.5065214,126.9119108
서대문구,가로주택정비,홍은동355번지 일대 가로주택정비사업,홍은동 355,철거,37.59296,126.93733
영등포구,재개발(주택정비형),신길역세권 재개발정비사업조합,신길동 39-3,조합설립인가,37.5065214,126.9119108
관악구,재건축,미성동 건영아파트  재건축정비사업 조합,신림동 746-43,조합설립인가,37.4868971,126.928177
송파구,재건축,한양3차아파트 재건축정비사업조합,방이동 225,사업시행인가,37.5141564,127.1195472
영등포구,재건축,신길우성2·우창아파트주택재건축정비사업(신탁방식-한국자산신탁),신길동 4518,사업시행인가,37.5065214,126.9119108
강북구,가로주택정비,번동2구역 가로주택정비사업조합,번동 429-97,사업시행인가,37.62929,127.03684
송파구,재건축,송파미성아파트 재건축정비사업조합,송파동 161,조합설립인가,37.50479,127.11369
영등포구,재개발(도시정비형),영등포유통상가 시장정비사업 조합설립추진위원회,당산동2가 30-2,추진위원회승인,37.5224036,126.89391
용산구,가로주택정비,서계동116번지 가로주택정비사업조합,서계동 116,조합설립인가,37.55234,126.96595
은평구,재개발(주택정비형),공공주택복합사업 조합(임시),불광동 329-13,정비계획 수립,37.6160647,126.9339579
은평구,재개발(주택정비형),응암3동 재개발 연계형 도시재생활성화사업(A구역),응암동 700,정비계획 수립,37.59418,126.92555
은평구,재개발(주택정비형),응암3동 재개발 연계형 도시재생활성화사업(B구역),응암동 755,정비계획 수립,37.59418,126.92555
강동구,가로주택정비,천호동 221번지 일대 가로주택정비사업,천호동 221,조합설립인가,37.54294,127.12733
동작구,지역주택,(가칭)보라매지역주택조합,신대방동 364-190,조합창립총회,37.4914562,126.9166688
금천구,가로주택정비,시흥동 923번지일대 가로주택정비사업,시흥동 923,조합설립인가,37.4507049,126.9085555
서대문구,재개발(도시정비형),(가칭)북아현4재정비촉진구역,북아현동 221-7,정비계획 수립,37.5594721,126.9552494
영등포구,재개발(도시정비형),여의대방신길역세권 장기전세주택사업(도시정비형 재개발),신길동 1343,정비계획 수립,37.5065214,126.9119108
영등포구,재개발(도시정비형),도림2동 역세권 장기전세주택사업(도시정비형 재개발),도림동 239-12,정비계획 수립,37.5082619,126.8993866
영등포구,가로주택정비,당산삼익 가로주택정비사업,당산동3가 394,추진위원회승인,37.52616,126.89724
중랑구,재개발(주택정비형),면목7구역 주택정비형 재개발사업,면목동 69-14,조합설립인가,37.58178,127.09034
동대문구,재개발(주택정비형),휘경제5 주택정비형 재개발구역,휘경동 43-188,추진위원회승인,37.5860487,127.0701264
서초구,재개발(도시정비형),내방세권역활성화사업,방배동 872-11,추진위원회승인,37.4798789,126.9939103
송파구,가로주택정비,풍납동 성도연립 가로주택정비사업,풍납동 406,조합해산,37.53387,127.11094
송파구,가로주택정비,오금동143번지일원 가로주택정비사업,오금동 143-1,관리처분인가,37.50355,127.13379
강서구,가로주택정비,화곡동 1130-7번지 일대 가로주택정비사업조합,화곡동 1130-7,조합설립인가,37.54208,126.84656
용산구,재개발(도시정비형),용산역전면 제1-2구역 재개발사업 조합설립추진위원회,한강로3가 40-712,추진위원회승인,37.52754,126.96297
서초구,재건축,방배삼호아파트 주택재건축정비사업 조합설립추진위원회,방배동 758-4,추진위원회승인,37.4798789,126.9939103
동대문구,재건축,제기1주택재건축정비구역(지정개발자방식),제기동 892-68,착공,37.5783784,127.0344672
송파구,재개발(주택정비형),마천1재정비촉진구역 주택재개발정비사업조합,마천동 194-1,조합설립인가,37.49803,127.15167
강북구,가로주택정비,번동 4구역 가로주택 정비사업 조합,번동 428-4,사업시행인가,37.62929,127.03684
성북구,가로주택정비,장위11-1구역 가로주택정비사업 조합,장위동 68-435,조합설립인가,37.6099135,127.0460782
강북구,가로주택정비,미아1구역 가로주택정비사업 조합,미아동 833-2,조합설립인가,37.628995,127.0257543
동작구,지역주택,장승배기역 지역주택조합,상도동 363-117,조합설립인가,37.4988159,126.9441045
동작구,지역주택,(가칭)상도메트로타운 지역주택조합 추진위원회,상도동 159-52,조합원 모집신고,37.4988159,126.9441045
영등포구,가로주택정비,여의대방 가로주택정비사업,신길동 4-79,추진위원회승인,37.5065214,126.9119108
영등포구,가로주택정비,영등포동7가 64-3 가로주택정비사업,영등포동7가 64-3,추진위원회승인,37.5236083,126.9038853
영등포구,가로주택정비,보령금강연립 가로주택정비사업,대림동 786,조합설립인가,37.4957573,126.899936
영등포구,소규모재건축,세원빌라 소규모재건축,신길동 3923,추진위원회승인,37.5065214,126.9119108
영등포구,재개발(도시정비형),대선제분 일대 도시정비형 재개발2구역,문래동1가 13,정비계획 수립,37.51217,126.89799
동작구,지역주택,(가칭)사당3동 양지지역주택조합 추진위원회,사당동 220-70,조합원 모집신고,37.4856963,126.9723525
중랑구,가로주택정비,면목역 6의1구역 가로주택정비사업,면목동 63-28,조합설립인가,37.58178,127.09034
성동구,재개발(도시정비형),(가칭)금호동2가 421-1번지 일원 도시정비형 재개발정비사업,금호동2가 421-1,정비계획 수립,37.55311,127.0211
마포구,가로주택정비,성산동 165-72일원 가로주택정비사업,성산동 165-72,조합설립인가,37.56775,126.90263
강동구,재건축,명일동 신동아아파트 재건축정비사업,명일동 44,안전진단,37.54841,127.15158
강동구,가로주택정비,현대하이츠빌라가로주택정비사업조합,명일동 263-2,착공,37.54841,127.15158
중랑구,가로주택정비,대명삼보연립 가로주택정비사업,중화동 1-1,관리처분인가,37.59755,127.07783
송파구,재건축,오금현대아파트 주택재건축정비사업구역,오금동 43,조합설립인가,37.50355,127.13379
영등포구,재건축,여의도 은하아파트 재건축정비사업,여의도동 52,조합설립인가,37.5267088,126.9238
마포구,지역주택,무쇠막2 지역주택조합,신수동 91-318,,37.5441441,126.9378837
은평구,재개발(도시정비형),역촌역세권(대조동) 장기전세주택 도시정비형재개발사업,대조동 59-1,추진위원회승인,37.61261,126.9227835
영등포구,재건축,문래국화아파트 재건축정비사업,문래동3가 76-1,조합설립인가,37.51702,126.89591
마포구,소규모재건축,공덕현대아파트 소규모재건축정비사업 조합,공덕동 370-9,조합설립인가,37.549927,126.9592897
마포구,지역주택,(가칭)상수역지역주택조합 추진위원회,상수동 334-11,조합원 모집신고,37.54743,126.92473
영등포구,지역주택,(가칭)대림1동지역주택조합,대림동 893-47,조합원 모집신고,37.4957573,126.899936
광진구,재건축,자양한양아파트 재건축정비사업,자양동 695,추진위원회승인,37.5329735,127.0727409
중랑구,소규모재건축,장미아파트 소규모재건축정비사업조합,묵동 188-1,조합설립인가,37.61083,127.08109
송파구,가로주택정비,오금동35-1번지일대 가로주택정비사업,오금동 35-1,조합설립인가,37.50355,127.13379
강북구,가로주택정비,미아2구역 가로주택정비사업조합,미아동 90-45,조합설립인가,37.628995,127.0257543
마포구,가로주택정비,망원동 456번지 가로주택정비사업,망원동 456-2,조합설립인가,37.55586,126.90087
마포구,가로주택정비,망원동 459번지 가로주택정비사업,망원동 459-1,조합설립인가,37.55586,126.90087
동작구,지역주택,사당3동 지역주택조합,사당동 155-4,조합원 모집신고,37.4856963,126.9723525
강남구,재건축,개포우성6차아파트 재건축정비사업조합,개포동 658-1,조합설립인가,37.48421,127.07006
마포구,재개발(도시정비형),합정역세권 도시정비형 재개발구역,합정동 376-3,정비계획 수립,37.5477846,126.9095636
금천구,지역주택,독산지역주택조합,독산동 954,사업계획승인,37.468399,126.8979571
중랑구,가로주택정비,면목역2의1구역 가로주택정비사업,면목동 139-52,조합설립인가,37.58178,127.09034
은평구,재개발(도시정비형),새절역세권(신사동) 장기전세주택 건립사업,신사동 338-41,정비계획 수립,37.59547,126.90718
은평구,가로주택정비,대조동 A2구역 가로주택정비사업,대조동 92-5,조합설립인가,37.61261,126.9227835
중랑구,가로주택정비,면목동 1-4번지 일원 가로주택정비사업,면목동 1-4,조합설립인가,37.5804084,127.0878903
종로구,재개발(도시정비형),신문로 2-12구역 공공재개발 정비사업,신문로1가 158,추진위원회승인,37.57017,126.97417
강남구,재건축,도곡우성아파트 재건축정비사업 조합,도곡동 934-10,조합설립인가,37.4878395,127.0438569
중구,재개발(주택정비형),신당제6구역주택재개발정비사업조합,신당동 80,조합해산,37.5636348,127.0205556
성북구,가로주택정비,정릉동 385-1번지 일대 가로주택정비사업 조합,정릉동 385-1,조합설립인가,37.61654,126.99794
강동구,재개발(주택정비형),천호동 397-419번지 일대 주택정비형재개발사업조합,천호동 397-419,조합설립인가,37.54294,127.12733
강동구,가로주택정비,천호동 337-30번지 일대 가로주택정비사업,천호동 337-30,조합설립인가,37.54294,127.12733
서대문구,재개발(주택정비형),홍은15구역 주택정비형 재개발사업,홍은동 8-400,정비구역지정,37.59296,126.93733
서대문구,가로주택정비,홍제동266-238번지 일대 가로주택정비사업,홍제동 266-238,조합설립인가,37.5871,126.94676
중구,재개발(주택정비형),중림동 398번지 일대 재개발정비사업조합,중림동 398,조합설립인가,37.5567609,126.9663037
노원구,재건축,중계그린아파트 재건축사업,중계동 502-1,추진위원회승인,37.64802,127.07678
영등포구,재개발(주택정비형),대림1구역 신속통합기획,대림동 855-1,추진위원회승인,37.4957573,126.899936
중랑구,가로주택정비,면목역1구역 가로주택정비사업,면목동 1271,조합설립인가,37.58178,127.09034
중랑구,가로주택정비,면목역4구역 가로주택정비사업,면목동 99-41,조합설립인가,37.58178,127.09034
마포구,가로주택정비,망원동 454-3 가로주택정비사업(신탁사업시행자방식),망원동 454-3,조합설립인가,37.55586,126.90087
동작구,지역주택,상도동 약수터지역주택조합 추진위원회,상도동 210-110,,37.4988159,126.9441045
구로구,가로주택정비,진주빌라,개봉동 298-33,조합설립인가,37.4931629,126.851736
강동구,가로주택정비,천호동 225-16번지 일원 가로주택정비사업,천호동 225-16,조합설립인가,37.54294,127.12733
성북구,가로주택정비,석관1의8구역 가로주택정비사업조합,석관동 332-179,조합설립인가,37.60789,127.06116
강동구,재건축,고덕현대아파트 재건축정비사업,명일동 56,안전진단,37.54841,127.15158
성북구,지역주택,정릉역지역주택조합,정릉동 452-3,조합원 모집신고,37.61654,126.99794
성북구,지역주택,돈암동역세권지역주택조합,돈암동 624,조합규약작성,37.59742,127.01841
영등포구,재개발(주택정비형), 도림1구역 공공재개발,도림동 26-21,정비계획 수립,37.5082619,126.8993866
영등포구,재건축,장미아파트 재건축정비사업,여의도동 40,안전진단,37.5197822,126.9390758
영등포구,재건축,서울아파트 재건축정비사업,여의도동 21-1,안전진단,37.5267088,126.9238
영등포구,재건축,여의도 진주아파트 재건축정비사업,여의도동 54,추진위원회승인,37.5297826,126.9245044
영등포구,재건축,신길우성3차아파트 재건축정비사업,신길동 4656,안전진단,37.5065214,126.9119108
영등포구,재건축,당산현대3차아파트 재건축정비사업,당산동4가 88,안전진단,37.52915,126.89894
영등포구,재건축,대림우성아파트 재건축정비사업,대림동 696,안전진단,37.4957573,126.899936
영등포구,재건축,양평현대2차아파트 재건축정비사업,양평동3가 79-4,안전진단,37.5282501,126.8914746
성북구,가로주택정비,석관1의2구역 가로주택정비사업,석관동 332-113,조합설립인가,37.60789,127.06116
서초구,가로주택정비,방배대우가로주택정비사업,방배동 562-1,조합설립인가,37.4798789,126.9939103
강북구,가로주택정비,번동3-2구역 가로주택정비사업,번동 443-46,조합설립인가,37.62929,127.03684
강서구,가로주택정비,양지빌라 가로주택정비사업조합,염창동 253-1,조합설립인가,37.5553472,126.8725283
서대문구,재개발(도시정비형),홍제역세권 도시정비형 재개발정비사업조합,홍제동 311-1,정비계획 수립,37.5871,126.94676
성동구,재건축,마장세림아파트 주택재건축사업,마장동 784,조합설립인가,37.56743,127.04045
동대문구,지역주택,(가칭)전농지역주택조합,전농동 60,지구단위계획수립/건축심의/교통심의,37.5806,127.05543
영등포구,재건축,광장아파트 38-1 재건축정비사업조합,여의도동 38-1,조합설립인가,37.5267088,126.9238
강서구,가로주택정비,서울빌라 가로주택정비사업조합,방화동 584-1,조합설립인가,37.57682,126.81422
영등포구,재건축,여의도 공작아파트 재건축정비사업,여의도동 21-2,조합설립인가,37.5267088,126.9238
강북구,재개발(도시정비형),강북5구역 공공재개발사업,미아동 61-79,조합설립인가,37.628995,127.0257543
강서구,리모델링,염창무학아파트 리모델링주택조합,염창동 255,지구단위계획수립/건축심의/교통심의,37.5553472,126.8725283
동작구,지역주택,대방동 지역주택조합,대방동 11-103,조합설립인가,37.5067997,126.9291349
광진구,가로주택정비,화양동 32-12번지 가로주택정비사업,화양동 32-12,조합설립인가,37.54408,127.06895
강북구,가로주택정비,번동2-3구역 가로주택정비사업,번동 471-118,조합설립인가,37.62929,127.03684
중랑구,가로주택정비,면목역 3의2구역 가로주택정비사업조합,면목동 153-51,조합설립인가,37.58178,127.09034
송파구,리모델링,가락쌍용1차아파트 리모델링주택조합,가락동 140,조합설립인가,37.49672,127.11744
관악구,가로주택정비,봉천동 1535번지 일원 가로주택정비사업,봉천동 1535-37,조합설립인가,37.484665,126.9484961
강동구,재개발(주택정비형),천호동 461-31번지 일대 재개발정비사업(천호 A1-2),천호동 461-31,조합설립인가,37.54294,127.12733
양천구,재개발(주택정비형),신월7동 1구역 주택재개발정비사업,신월동 913,조합설립인가,37.52782,126.83692
구로구,재건축,우신빌라 재건축정비사업,궁동 213-27,조합설립인가,37.5006694,126.8280726
광진구,소규모재건축,광장동 삼성1차아파트 소규모재건축정비사업,광장동 561,조합설립인가,37.54711,127.10414
강서구,가로주택정비,방화동 286-1 한미아파트 가로주택정비사업조합,방화동 286-1,조합설립인가,37.57682,126.81422
광진구,재개발(주택정비형),자양4동 A구역 주택재개발사업,자양동 57-90,정비계획 수립,37.5329735,127.0727409
동대문구,재개발(주택정비형),동성빌라일대 주택재개발정비사업 추정분담금 검토위,휘경동 43,추진위원회승인,37.58773,127.06526
중랑구,재개발(주택정비형),중화5구역 공공재개발정비사업,중화동 122,조합설립인가,37.59755,127.07783
구로구,재개발(도시정비형),남구로역세권 공공임대주택 도시정비형 재개발사업,구로동 715-24,사업시행인가,37.4945849,126.8845477
관악구,지역주택,(가칭)봉천동 지역주택조합 추진위원회,봉천동 690,조합원 모집신고,37.484665,126.9484961
관악구,지역주택,행운스타리움지역주택조합,봉천동 26,조합원 모집신고,37.484665,126.9484961
중구,지역주택,황학동 청계 지역주택조합,황학동 2085,사업계획승인,37.5675499,127.02172
중구,지역주택,(가칭)황학동1010일대 지역주택조합,황학동 1010,조합원 모집신고,37.5675499,127.02172
성북구,가로주택정비,장위13의9구역 가로주택정비사업,장위동 232-125,조합설립인가,37.6160221,127.05025
마포구,지역주택,신공덕지역주택조합,신공덕동 6-3,조합규약작성,37.5447,126.95606
관악구,가로주택정비,신림동 655-78번지 일원 가로주택정비사업,신림동 655-78,조합설립인가,37.4868971,126.928177
송파구,재건축,대림가락아파트 재건축정비사업조합,방이동 217,조합설립인가,37.5141564,127.1195472
영등포구,재개발(도시정비형),신길4구역 도심공공주택복합사업,신길동 4918-5,정비계획 수립,37.5065214,126.9119108
강서구,재건축,신안빌라주택재건축정비사업조합설립추진위원회,마곡동 327-53,정비구역지정,37.566575,126.826243
송파구,지역주택,(가칭)송파역지역주택조합,송파동 100,,37.50479,127.11369
송파구,지역주택,(가칭)오금역 지역주택조합,오금동 36-1,조합원 모집신고,37.50355,127.13379
송파구,지역주택,(가칭)석촌역지역주택조합,석촌동 287,조합원 모집신고,37.5024827,127.103495
서초구,리모델링,미주파스텔아아파트 리모델링주택조합,잠원동 54,,37.5182544,127.0124028
송파구,재개발(주택정비형),마천2재정비촉진구역 주택재개발정비사업,마천동 183-1,정비계획 수립,37.49803,127.15167
