구역명,구역유형,위도,경도,면적
마포로1-1구역도시환경정비사업,도시환경정비사업지구,37.538545,126.94384,2583.5
마포로2-8-2구역도시환경정비사업,도시환경정비사업지구,37.54635,126.953277,1941.3
마포로1구역 제55지구,도시환경정비사업지구,37.545077,126.947412,12066.2
무교다동 24-6 지구,도시환경정비사업지구,37.56681,126.981998,122.7
마포로1-9-2구역도시환경정비사업,도시환경정비사업지구,37.541878,126.946598,4449.7
마포로2-7구역도시환경정비사업,도시환경정비사업지구,37.545321,126.952522,3379.0
마포로1-6구역도시환경정비사업,도시환경정비사업지구,37.540445,126.946352,2247.3
마포로1-15구역도시환경정비사업,도시환경정비사업지구,37.542968,126.947855,2160.1
청진6구역도시환경정비사업,도시환경정비사업지구,37.570802,126.979744,5462.4
다동19구역도시환경정비사업,도시환경정비사업지구,37.56696,126.982273,1138.6
북창11구역도시환경정비사업,도시환경정비사업지구,37.563144,126.978641,675.3
명동3구역도시환경정비사업,도시환경정비사업지구,37.56569,126.98713,2730.9
적선2구역도시환경정비사업,도시환경정비사업지구,37.574826,126.97294,1263.1
장교14구역도시환경정비사업,도시환경정비사업지구,37.567358,126.989302,1173.8
마포로2-2구역도시환경정비사업,도시환경정비사업지구,37.546839,126.95262,2201.5
양동구역 제11.12지구,도시환경정비사업지구,37.554646,126.974598,3541.6
마포로5구역 제12-2지구 도시환경정비,도시환경정비사업지구,37.560902,126.967016,2736.0
세종로5구역도시환경정비사업,도시환경정비사업지구,37.57068,126.976292,461.7
을지로2가18구역도시환경정비사업,도시환경정비사업지구,37.568116,126.984226,702.2
마포로3-7구역도시환경정비사업,도시환경정비사업지구,37.552496,126.956862,2482.9
서린10구역도시환경정비사업,도시환경정비사업지구,37.569845,126.981109,1246.2
무교3구역도시환경정비사업,도시환경정비사업지구,37.568463,126.978138,8308.1
세운재정비촉진지구21구역도시환경정,도시환경정비사업지구,37.564991,126.99804,803.3
양동3구역도시환경정비사업,도시환경정비사업지구,37.553857,126.975767,5722.2
마포로5도시정비형재개발구역2지구,도시환경정비사업지구,37.561195,126.964016,5612.7
북창12구역도시환경정비사업,도시환경정비사업지구,37.562895,126.978637,1060.4
"무교4,5구역도시환경정비사업",도시환경정비사업지구,37.56783,126.978738,4057.7
북창6구역도시환경정비사업,도시환경정비사업지구,37.563553,126.978679,366.4
양동1구역도시환경정비사업,도시환경정비사업지구,37.554256,126.973998,3828.4
소공2구역도시환경정비사업,도시환경정비사업지구,37.56425,126.977623,3218.4
서소문15구역도시환경정비사업,도시환경정비사업지구,37.562562,126.973565,1171.0
"도렴6,7구역도시환경정비사업",도시환경정비사업지구,37.571366,126.973704,2772.1
11지구,도시환경정비사업지구,37.560953,126.979733,3622.6
을지로3가도시정비형재개발구역제1·2지구,도시환경정비사업지구,37.567061,126.989086,4762.9
"도렴1,2구역도시환경정비사업",도시환경정비사업지구,37.570638,126.972968,3481.1
북창20구역도시환경정비사업,도시환경정비사업지구,37.562316,126.978755,611.8
을지로2가구역 제16지구 도시환경정비,도시환경정비사업지구,37.567377,126.986576,15333.8
마포로1-14구역도시환경정비사업,도시환경정비사업지구,37.542072,126.948652,780.0
마포로4구역 제1지구,도시환경정비사업지구,37.558059,126.959741,3161.2
다동2구역도시환경정비사업,도시환경정비사업지구,37.568524,126.980744,2982.0
다동9구역도시환경정비사업,도시환경정비사업지구,37.567085,126.98113,1589.1
마포로2-8-1구역도시환경정비사업,도시환경정비사업지구,37.545947,126.952979,1934.9
마포로1구역 제58-1지구,도시환경정비사업지구,37.543669,126.948683,2116.9
마포로5-12-1구역도시환경정비사업,도시환경정비사업지구,37.56043,126.966251,3082.6
서울역~서대문11구역도시환경정비사,도시환경정비사업지구,37.56108,126.972251,1785.6
"마포로1-39,40구역도시환경정비사업",도시환경정비사업지구,37.541911,126.949794,2292.3
마포로4-6-1구역도시환경정비사업,도시환경정비사업지구,37.563685,126.964588,2419.3
마포로3-2구역도시환경정비사업,도시환경정비사업지구,37.552178,126.955496,3513.1
북창8구역도시환경정비사업,도시환경정비사업지구,37.563089,126.977657,1192.1
마포로5 도시정비형 재개발구역 제9-1지구,도시환경정비사업지구,37.562552,126.970261,1586.0
무교다동 23-5 지구,도시환경정비사업지구,37.567293,126.981637,210.2
북창21구역도시환경정비사업,도시환경정비사업지구,37.561979,126.977659,770.1
남대문13구역도시환경정비사업,도시환경정비사업지구,37.560655,126.97809,3067.1
세운재정비촉진지구31구역도시환경정,도시환경정비사업지구,37.563118,126.997438,2378.0
마포로1구역 제34지구 도시환경정비구,도시환경정비사업지구,37.541364,126.948773,5242.8
세운재정비촉진지구22구역도시환경정,도시환경정비사업지구,37.564572,126.998039,642.9
양동2구역도시환경정비사업,도시환경정비사업지구,37.553946,126.974836,5767.6
서소문16구역도시환경정비사업,도시환경정비사업지구,37.562689,126.974935,996.7
무교다동 22-2 지구,도시환경정비사업지구,37.56767,126.98177,353.4
북창10구역도시환경정비사업,도시환경정비사업지구,37.563141,126.978372,718.3
소공4-5구역도시환경정비사업,도시환경정비사업지구,37.563484,126.981525,2415.4
북창14구역도시환경정비사업,도시환경정비사업지구,37.56333,126.979339,5802.3
도시환경정비사업지구,도시환경정비사업지구,37.567939,126.983118,617.0
문래동1가A 도시정비형 재개발구역 5지구,도시환경정비사업지구,37.511046,126.893492,2729.5
수송 도시정비형재개발구역 제1-2지구,도시환경정비사업지구,37.573492,126.97914,3586.2
청진5-1구역도시환경정비사업,도시환경정비사업지구,37.570618,126.980572,3221.0
중학2구역 2-1지구 도시환경정비구역,도시환경정비사업지구,37.575496,126.980148,5443.4
염창1주택재건축정비구역,재건축사업구역,37.54907,126.87073,21605.9
성산동 165 주택재건축 정비예정구역,재건축사업구역,37.567939,126.906672,18782.2
영등포 진주아파트 주택재건축정비사,재건축사업구역,37.517174,126.884786,11211.5
장안시영2단지2차아파트주택재건축사,재건축사업구역,37.576003,127.075332,38025.9
월계동신아파트주택재건축사업,재건축사업구역,37.617452,127.061277,43250.6
목동10단지 아파트 재건축사업 정비구역,재건축사업구역,37.517375,126.857962,194686.6
장안동 연립단지 주택재건축 정비구,재건축사업구역,37.574199,127.070499,23257.9
도곡삼익아파트 주택재건축 정비사업,재건축사업구역,37.490891,127.0421,17871.1
목동 13단지 아파트 재건축 정비사업,재건축사업구역,37.514521,126.866005,178920.0
개포주공5단지 주택재건축정비사업,재건축사업구역,37.487616,127.068501,56173.3
신반포3차· 경남아파트 주택재건축,재건축사업구역,37.506865,126.99812,168467.7
까치산공원 주택재건축 정비구역,재건축사업구역,37.482726,126.961364,19868.7
아현2 재정비촉진구역(주택재건축사,재건축사업구역,37.555624,126.950433,65559.4
여의도 시범아파트 재건축사업,재건축사업구역,37.520702,126.937125,109531.6
압구정아파트지구 특별계획구역2 재건축 정비구역,재건축사업구역,37.527875,127.023951,192909.7
장미_세림연립주택재건축사업,재건축사업구역,37.552903,127.069206,13582.9
방학신동아1단지아파트 재건축 정비구역,재건축사업구역,37.660362,127.028358,141032.6
화곡1주택재건축정비구역,재건축사업구역,37.544963,126.840117,31236.4
대흥.성원.동진빌라 주택재건축 정비,재건축사업구역,37.490324,126.823413,56298.0
은평아파트주택재건축사업,재건축사업구역,37.602934,126.906289,23994.3
대치동 구마을 제1지구 주택재건축 정,재건축사업구역,37.501646,127.061689,29532.1
논현동현아파트 재건축정비사업,재건축사업구역,37.519354,127.036575,35534.9
고덕주공7단지주택재건축사업,재건축사업구역,37.549317,127.167805,89869.4
등촌1 주택재건축정비사업,재건축사업구역,37.548937,126.859928,31040.0
도곡우성아파트 재건축정비사업,재건축사업구역,37.48853,127.0367,20874.0
신월4동주택재건축사업,재건축사업구역,37.523441,126.840491,18215.6
상봉1 주택재건축 정비구역,재건축사업구역,37.597847,127.085092,32292.5
남서울 한양아파트,재건축사업구역,37.44643,126.900606,98292.2
목동11단지아파트 재건축사업 정비구역,재건축사업구역,37.510669,126.858991,128666.7
우신빌라 재건축사업,재건축사업구역,37.494789,126.829272,50870.3
반포미도1차아파트 재건축정비사업,재건축사업구역,37.501328,127.008777,76518.6
대치미도아파트 재건축정비사업,재건축사업구역,37.493487,127.06751,210193.9
보광아파트 주택재건축정비사업,재건축사업구역,37.495484,126.886196,32953.1
미아9-1 주택재건축 정비구역,재건축사업구역,37.618639,127.034347,53449.3
상계주공5단지 재건축사업,재건축사업구역,37.652777,127.064647,33854.6
목동5단지아파트 재건축사업 정비구역,재건축사업구역,37.533731,126.880848,204003.3
방화6구역,재건축사업구역,37.565233,126.815692,31700.4
고덕시영아파트 주택재건축정비구역,재건축사업구역,37.559329,127.148985,194303.2
고덕주공1단지아파트주택재건축사업,재건축사업구역,37.558926,127.155204,65238.5
정릉동710-81일대주택재건축사업,재건축사업구역,37.611643,127.006771,31567.1
방배삼익아파트 주택재건축 정비구역,재건축사업구역,37.478864,127.001606,29469.7
망우1구역 공공재건축정비구역,재건축사업구역,37.602073,127.106734,25180.2
삼환가락아파트 주택재건축 정비사업,재건축사업구역,37.495357,127.136773,40749.2
신월시영아파트 재건축 정비구역,재건축사업구역,37.517907,126.83414,153212.4
길동진흥아파트주택재건축사업,재건축사업구역,37.534118,127.146525,42344.7
미성동 건영아파트 주택재건축정비구,재건축사업구역,37.476361,126.912342,20954.4
면목2주택재건축정비사업구역,재건축사업구역,37.572391,127.086983,16784.8
"노원구 상계동 677, 680번지 일대",재건축사업구역,37.663603,127.06235,41763.0
고덕주공4단지아파트 주택재건축 정,재건축사업구역,37.551494,127.163442,34559.6
홍제동131-2번지일대주택재건축사업,재건축사업구역,37.587521,126.947791,15876.6
무지개아파트 일대 주택재건축 정비,재건축사업구역,37.456053,126.898336,28175.9
구로구 고척동 산업인아파트 주택재,재건축사업구역,37.504454,126.866805,17324.2
면목5 주택재건축구역,재건축사업구역,37.582305,127.078813,17733.5
망원1 주택재건축정비사업,재건축사업구역,37.552518,126.903232,20654.3
유원성산아파트주택재건축사업,재건축사업구역,37.567575,126.914516,14040.5
월계3구역주택재건축사업,재건축사업구역,37.621784,127.053765,26935.6
대림1 주택재건축정비구역,재건축사업구역,37.493116,126.905263,12904.4
대치우성1차아파트,재건축사업구역,37.500234,127.069139,30059.7
개봉제1주택재건축정비구역,재건축사업구역,37.500379,126.848295,46061.0
중화동 우성타운 재건축정비구역,재건축사업구역,37.597977,127.081276,10352.3
가락삼익맨숀아파트 재건축정비구역,재건축사업구역,37.504165,127.121314,59721.6
유원제일1차아파트 주택재건축정비사,재건축사업구역,37.529884,126.896132,17695.4
신반포4지구 재건축정비사업구역,재건축사업구역,37.511388,127.012846,158554.9
논현경복아파트주택재건축사업,재건축사업구역,37.50955,127.038987,15424.3
온수연립주택재건축사업,재건축사업구역,37.496733,126.822026,82968.0
개봉3구역 재건축정비사업,재건축사업구역,37.501462,126.853848,122969.1
아현2재정비촉진구역(주택재건축사업,재건축사업구역,37.555624,126.950433,65559.4
신반포13차아파트 주택재건축정비사,재건축사업구역,37.51711,127.013735,13276.8
반포현대아파트 주택재건축정비사업,재건축사업구역,37.503307,127.01626,3621.5
면목1 주택재건축 정비구역,재건축사업구역,37.579608,127.093843,24533.4
대치청실아파트 주택재건축 정비사업,재건축사업구역,37.494475,127.05872,89367.7
삼환도봉아파트 재건축 정비구역,재건축사업구역,37.681035,127.048902,30131.8
도곡삼호아파트 주택재건축정비사업,재건축사업구역,37.493359,127.045294,11042.2
응암3구역주택재건축사업,재건축사업구역,37.592215,126.921975,30363.6
신반포3차·경남아파트 주택재건축 정,재건축사업구역,37.506865,126.99812,168467.7
일원대우아파트 주택재건축정비사업,재건축사업구역,37.490194,127.078692,10440.8
장미아파트 주택재건축정비사업,재건축사업구역,37.542943,127.04591,11382.5
개포주공1단지 주택재건축 정비구역,재건축사업구역,37.480378,127.058982,399736.7
대치우성1차아파트 주택재건축정비사,재건축사업구역,37.500249,127.069122,28978.8
가락극동아파트 주택재건축 정비사업,재건축사업구역,37.495697,127.132677,40111.5
홍제동 무궁화단지 주택재건축정비사,재건축사업구역,37.584547,126.940815,14751.1
홍은3구역주택재건축사업,재건축사업구역,37.599037,126.943965,11002.9
가락우창아파트 재건축정비사업,재건축사업구역,37.499236,127.136927,17235.6
구의1 주택재건축정비사업,재건축사업구역,37.545847,127.090249,48066.8
개포우성6차아파트 재건축사업,재건축사업구역,37.476286,127.056833,20831.6
구의1 주택재건축 정비사업,재건축사업구역,37.545847,127.090249,48066.8
상신아파트주택재건축사업,재건축사업구역,37.478953,126.970142,20829.4
방배3 주택재건축 정비구역,재건축사업구역,37.479744,127.002507,17880.2
여의도 진주아파트 재건축사업,재건축사업구역,37.518314,126.932871,17285.1
홍은5구역주택재건축사업,재건축사업구역,37.581564,126.934497,34424.5
임광3차아파트 재건축 정비구역,재건축사업구역,37.476051,127.00272,12271.3
신반포5차아파트 주택재건축 정비사,재건축사업구역,37.51448,127.007025,27562.3
강남구 대치쌍용2차아파트 주택재건,재건축사업구역,37.499473,127.070483,24463.3
목동6단지 아파트 재건축사업,재건축사업구역,37.534558,126.884831,102424.8
목동9단지 아파트 재건축사업 정비구역,재건축사업구역,37.51903,126.863623,183057.7
대림가락아파트 재건축정비구역,재건축사업구역,37.507541,127.124169,35241.0
대치동 구마을 제2지구 주택재건축정,재건축사업구역,37.501589,127.064067,14593.6
동작동58-1번지 일대 주택재건축 정비,재건축사업구역,37.494613,126.980051,48473.1
반도아파트주택재건축사업,재건축사업구역,37.502627,127.119982,30091.5
청담삼익아파트 재건축사업,재건축사업구역,37.521933,127.059193,61823.2
고덕주공2단지아파트 주택재건축정비,재건축사업구역,37.557929,127.163578,246210.7
구로우성아파트 재건축정비사업,재건축사업구역,37.504302,126.889234,17714.1
사당1 주택재건축정비구역,재건축사업구역,37.488459,126.973307,33946.1
오금현대아파트 재건축정비구역,재건축사업구역,37.505961,127.126395,110232.1
중계1 주택재건축 정비구역,재건축사업구역,37.659103,127.074304,17054.1
방배3구역주택재건축사업,재건축사업구역,37.479744,127.002507,17880.2
자양7 주택재건축 정비사업,재건축사업구역,37.531803,127.073294,44458.4
대림2 주택재건축정비구역,재건축사업구역,37.495171,126.902759,11171.4
"반포주공1단지(1,2,4주구) 주택재건축",재건축사업구역,37.503721,126.987147,372825.5
면목5 주택재건축정비사업,재건축사업구역,37.582305,127.078813,17734.1
북가좌제6주택재건축정비사업,재건축사업구역,37.577207,126.906073,104650.9
서초금호아파트주택재건축사업,재건축사업구역,37.49668,127.017256,21004.6
문정동136번지일대 주택재건축정비구,재건축사업구역,37.488868,127.134258,64974.9
재건축사업구역,재건축사업구역,37.481176,127.001445,37921.4
대치동 구마을 제3지구 주택재건축 정,재건축사업구역,37.503071,127.06076,14833.7
천호3구역,재건축사업구역,37.54262,127.126972,22918.1
신동아아파트 주택재건축 정비구역,재건축사업구역,37.52215,126.886543,20614.2
목동7단지아파트 재건축사업 정비구역,재건축사업구역,37.527671,126.867341,229578.9
목동4단지 아파트 재건축사업 정비구역,재건축사업구역,37.531823,126.871474,122822.1
은마아파트 재건축정비구역,재건축사업구역,37.497415,127.065281,243525.0
방배동 경남아파트 주택재건축 정비,재건축사업구역,37.476456,126.99978,37362.1
장안동 현대아파트 주택재건축 정비,재건축사업구역,37.581158,127.069186,24579.9
공릉2구역주택재건축사업,재건축사업구역,37.621105,127.081787,26839.3
상도1 주택재건축정비구역,재건축사업구역,37.505341,126.948265,44099.5
가락시영아파트주택재건축사업,재건축사업구역,37.497683,127.106929,405777.8
신월4 주택재건축 정비구역,재건축사업구역,37.522939,126.843882,15735.1
일원현대아파트 주택재건축정비사업,재건축사업구역,37.48959,127.079984,44369.7
목동8단지 재건축 정비사업,재건축사업구역,37.521616,126.867558,88842.3
성동구 옥수동 한남하이츠아파트 주,재건축사업구역,37.539737,127.014156,48556.7
신림동 미성아파트 주택재건축 정비,재건축사업구역,37.482515,126.903502,16705.6
청량리미주아파트 재건축정비사업,재건축사업구역,37.583066,127.046263,56887.3
대치국제아파트 재건축정비구역,재건축사업구역,37.495782,127.060342,13601.3
응암1주택재건축정비구역,재건축사업구역,37.590086,126.921616,47427.0
동작동 58-1번지 일대 주택재건축 정비,재건축사업구역,37.494613,126.980052,48484.8
서초진흥아파트 재건축정비사업,재건축사업구역,37.497428,127.022363,41946.1
답십리 대농·신안 재건축 정비사업,재건축사업구역,37.571346,127.04747,28627.4
신사동 19번지 주택재건축정비사업,재건축사업구역,37.598036,126.908651,17748.0
잠실진주아파트재건축사업,재건축사업구역,37.518366,127.110686,112558.5
삼선동3가29번지일대재건축사업,재건축사업구역,37.587279,127.011664,27328.7
남가좌제1주택 재건축정비구역,재건축사업구역,37.579219,126.920604,63386.4
여의도 공작아파트 재건축정비사업,재건축사업구역,37.526513,126.929838,16928.0
잠실우성아파트 주택재건축 정비사업,재건축사업구역,37.506476,127.073322,120353.7
성내미주아파트 주택재건축정비사업,재건축사업구역,37.52673,127.128207,18416.4
시흥동 현대아파트 재건축정비사업,재건축사업구역,37.453527,126.914175,10573.5
개포주공3단지 주택재건축정비사업,재건축사업구역,37.484161,127.06732,64293.8
월계2 주택재건축 정비구역,재건축사업구역,37.630416,127.057305,43223.2
방배 제14주택재건축 정비사업,재건축사업구역,37.481269,126.991437,27486.8
목1 주택재건축 정비구역,재건축사업구역,37.545495,126.865978,24333.9
창동상아1차아파트 재건축정비구역,재건축사업구역,37.653997,127.04236,24145.7
삼성아파트 주택재건축 정비구역,재건축사업구역,37.496366,126.911193,15961.3
목동14단지 재건축 정비구역,재건축사업구역,37.515094,126.872301,250724.7
신향빌라 재건축사업,재건축사업구역,37.56606,127.087469,15684.8
중곡아파트 공공재건축 정비구역,재건축사업구역,37.566569,127.078686,10226.3
가락우성1차아파트 재건축정비구역,재건축사업구역,37.496623,127.117797,35043.7
답십리 태양아파트 주택재건축정비사,재건축사업구역,37.572426,127.045971,29597.6
방배동427-1번지일대주택재건축사업,재건축사업구역,37.483567,126.984512,46774.3
쌍문한양1차아파트 재건축 정비구역,재건축사업구역,37.645821,127.030493,44293.3
장안4구역주택재건축사업,재건축사업구역,37.569898,127.067827,60799.2
사당3 재건축정비사업,재건축사업구역,37.492766,126.980244,30236.4
고척동 한효아파트 재건축정비구역,재건축사업구역,37.501411,126.861728,17359.0
여의도 수정아파트 재건축사업,재건축사업구역,37.523074,126.930834,15563.6
영아아파트주택재건축사업,재건축사업구역,37.485374,126.971332,21109.3
남서울한양아파트주택재건축사업,재건축사업구역,37.446432,126.900608,98396.0
한양3차아파트 재건축 정비구역,재건축사업구역,37.506137,127.122657,20080.7
잠실주공5단지아파트 재건축사업 정비구역,재건축사업구역,37.515238,127.094909,357971.2
대농·신안주택재건축정비구역,재건축사업구역,37.571346,127.047471,28637.6
가락시영아파트 주택재건축 정비구역,재건축사업구역,37.497683,127.106929,405777.8
청담도곡아파트지구 역삼주구,재건축사업구역,37.499053,127.047757,425978.2
묵1주택재건축정비구역,재건축사업구역,37.616197,127.082555,37319.6
방배동175번지일대주택재건축사업,재건축사업구역,37.483864,126.998129,40069.4
도곡개포한신아파트 주택재건축정비,재건축사업구역,37.48689,127.048897,36473.0
남가좌1주택재건축사업,재건축사업구역,37.579219,126.920604,63386.4
대방1구역주택재건축사업,재건축사업구역,37.499323,126.923283,11933.7
목동12단지 아파트 재건축사업,재건축사업구역,37.513045,126.861086,127339.5
까치산공원주택재건축 정비구역,재건축사업구역,37.482726,126.961364,19868.7
가락한라아파트주택재건축사업,재건축사업구역,37.498139,127.132066,43595.6
대림3주택재건축정비구역,재건축사업구역,37.494358,126.906978,53326.1
장안동연립단지 주택재건축정비구역,재건축사업구역,37.574199,127.070499,23257.9
건우3차아파트주택재건축사업,재건축사업구역,37.570076,126.821752,20056.8
면목3구역주택재개발사업,주택재개발사업구역,37.581197,127.095712,18863.5
금호14구역주택재개발사업,주택재개발사업구역,37.54639,127.023991,33117.4
신영1구역주택재개발사업,주택재개발사업구역,37.599667,126.962175,15552.0
미아재정비촉진지구6구역주택재개발,주택재개발사업구역,37.614315,127.020812,77762.5
이문1구역주택재개발사업,주택재개발사업구역,37.601484,127.070327,24263.2
양평1구역주택재개발사업,주택재개발사업구역,37.522283,126.88297,13368.9
신길1 재정비촉진구역,주택재개발사업구역,37.510089,126.915749,59999.3
효창3구역주택재개발사업,주택재개발사업구역,37.540121,126.958177,15798.0
한남2 재정비촉진구역,주택재개발사업구역,37.531189,126.997573,115082.1
본동3구역주택재개발사업,주택재개발사업구역,37.512227,126.953084,6314.9
홍은6구역주택재개발사업,주택재개발사업구역,37.58181,126.936724,21380.8
북아현재정비촉진지구충정로·냉천구,주택재개발사업구역,37.566224,126.961903,43998.8
신정2재정비촉진구역,주택재개발사업구역,37.51814,126.851713,105682.4
천호4구역주택재개발사업,주택재개발사업구역,37.538331,127.134985,17236.4
마천1구역주택재개발사업,주택재개발사업구역,37.500819,127.15357,35625.2
창신동 23일대 주택정비형 재개발구역,주택재개발사업구역,37.577627,127.013453,64666.0
전농1구역주택재개발정비사업,주택재개발사업구역,37.577955,127.047879,26401.6
성북제3주택재개발구역,주택재개발사업구역,37.594577,127.001239,68544.2
염리3 주택재개발사업구역,주택재개발사업구역,37.553278,126.947943,88208.9
구로2구역주택재개발사업,주택재개발사업구역,37.493663,126.894029,10738.8
상도5구역주택재개발사업,주택재개발사업구역,37.493526,126.95744,22277.6
회기제1주택재개발구역,주택재개발사업구역,37.59006,127.053665,13936.6
